Window_Idx,PDR,Max_Burst
1658,0.88,3
1659,0.92,2
1660,0.86,2
1661,0.91,1
1662,0.87,2
1663,0.9,2
1664,0.96,2
1665,0.89,1
1666,0.87,1
1667,0.89,2
1668,0.95,1
1669,0.91,2
1670,0.9,2
1671,0.9,1
1672,0.92,1
1673,0.79,4
1674,0.85,1
1675,0.87,1
1676,0.94,1
1677,0.95,2
1678,0.86,2
1679,0.65,10
1680,0.17,57
1681,0.85,3
1682,0.95,1
1683,0.98,1
1684,0.87,1
1685,0.88,4
1686,0.89,1
1687,0.96,1
1688,0.94,2
1689,0.88,2
1690,0.95,1
1691,0.87,3
1692,0.97,1
1693,0.93,2
1694,0.94,1
1695,0.91,2
1696,0.95,1
1697,0.88,1
1698,0.96,1
1699,0.92,2
1700,0.81,4
1701,0.97,1
1702,0.93,2
1703,0.98,1
1704,0.82,4
1705,0.9,3
1706,0.94,1
1707,0.87,2
1708,0.94,1
1709,0.9,2
1710,0.94,1
1711,0.93,2
1712,0.88,4
1713,0.95,1
1714,0.96,1
1715,0.88,3
1716,0.88,2
1717,0.89,1
1718,0.96,1
1719,0.9,2
1720,0.87,3
1721,0.9,1
1722,0.9,2
1723,0.93,2
1724,0.94,1
1725,0.86,3
1726,0.88,2
1727,0.95,1
1728,0.93,2
1729,0.9,2
1730,0.89,2
1731,0.85,2
1732,0.89,1
1733,0.89,2
1734,0.85,3
1735,0.95,1
1736,0.88,1
1737,0.85,1
1738,0.88,1
1739,0.91,2
1740,0.92,2
1741,0.89,4
1742,0.85,4
1743,0.96,1
1744,0.92,2
1745,0.83,2
1746,0.92,1
1747,0.89,2
1748,0.95,1
1749,0.92,2
1750,0.96,1
1751,0.89,2
1752,0.91,2
1753,0.91,2
1754,0.93,2
1755,0.97,1
1756,0.93,1
1757,0.89,1
1758,0.9,1
1759,0.9,2
1760,0.95,1
1761,0.93,2
1762,0.97,1
1763,0.88,2
1764,0.89,1
1765,0.92,2
1766,0.91,1
1767,0.87,2
1768,0.83,3
1769,0.88,2
1770,0.93,1
1771,0.89,2
1772,0.9,1
1773,0.95,1
1774,0.88,2
1775,0.88,1
1776,0.93,1
1777,0.93,1
1778,0.86,1
1779,0.9,1
1780,0.9,5
1781,0.97,1
1782,0.95,1
1783,0.98,1
1784,0.91,2
1785,0.87,2
1786,0.9,1
1787,0.93,1
1788,0.89,1
1789,0.97,1
1790,0.9,1
1791,0.92,1
1792,0.88,2
1793,0.92,2
1794,0.93,2
1795,0.97,1
1796,0.98,1
1797,0.89,2
1798,0.84,2
1799,0.95,1
1800,0.9,2
1801,0.92,1
1802,0.92,1
1803,0.86,1
1804,0.95,2
1805,0.96,1
1806,0.87,3
1807,0.88,1
1808,0.91,2
1809,0.86,3
1810,0.92,3
1811,0.85,2
1812,0.86,3
1813,0.89,1
1814,0.92,1
1815,0.89,1
1816,0.95,1
1817,0.89,1
1818,0.92,2
1819,0.87,3
1820,0.9,1
1821,0.93,1
1822,0.95,1
1823,0.95,1
1824,0.93,1
1825,0.94,1
1826,0.87,2
1827,0.89,2
1828,0.87,3
1829,0.89,2
1830,0.94,1
1831,0.88,1
1832,0.97,1
1833,0.93,1
1834,0.88,2
1835,0.93,2
1836,0.84,3
1837,0.93,2
1838,0.94,1
1839,0.92,1
1840,0.88,2
1841,0.96,2
1842,0.92,1
1843,0.91,1
1844,0.87,2
1845,0.94,2
1846,0.98,1
1847,0.9,1
1848,0.91,2
1849,0.94,1
1850,0.93,1
1851,0.94,2
1852,0.92,1
1853,0.91,1
1854,0.9,1
1855,0.92,1
1856,0.95,1
1857,0.85,2
1858,0.93,2
1859,0.97,1
1860,0.83,2
1861,0.92,2
1862,0.96,1
1863,0.94,1
1864,0.93,3
1865,0.83,3
1866,0.94,1
1867,0.94,2
1868,0.95,1
1869,0.86,2
1870,0.92,1
1871,0.89,1
1872,0.97,1
1873,0.89,1
1874,0.96,1
1875,0.96,1
1876,0.87,2
1877,0.97,1
1878,0.89,3
1879,0.89,2
1880,0.99,1
1881,0.99,1
1882,0.87,2
1883,0.86,1
1884,0.86,1
1885,0.89,1
1886,0.95,1
1887,0.93,1
1888,0.92,1
1889,0.96,1
1890,0.91,4
1891,0.94,1
1892,0.9,1
1893,1.0,0
1894,0.97,1
1895,0.96,1
1896,0.93,1
1897,0.95,1
1898,0.96,2
1899,0.9,1
1900,0.98,1
1901,0.86,2
1902,0.89,1
1903,0.94,2
1904,0.97,1
1905,0.9,2
1906,0.91,1
1907,0.86,3
1908,0.94,2
1909,0.91,2
1910,0.93,1
1911,0.92,3
1912,0.98,1
1913,0.89,1
1914,0.9,1
1915,0.9,1
1916,0.89,3
1917,0.9,1
1918,0.89,1
1919,0.92,1
1920,0.91,1
1921,0.87,1
1922,0.93,2
1923,0.95,1
1924,0.94,2
1925,0.9,2
1926,0.89,1
1927,0.89,1
1928,0.9,1
1929,0.89,1
1930,0.85,2
1931,0.9,1
1932,0.94,1
1933,0.94,1
1934,0.91,1
1935,0.93,2
1936,0.9,2
1937,0.95,1
1938,0.93,2
1939,0.84,1
1940,0.89,1
1941,0.9,1
1942,0.95,1
1943,0.93,2
1944,0.93,2
1945,0.95,1
1946,0.93,1
1947,0.94,2
1948,0.88,1
1949,0.94,1
1950,0.93,2
1951,0.94,2
1952,0.8,3
1953,0.86,2
1954,0.88,1
1955,0.93,1
1956,0.93,1
1957,0.97,1
1958,0.95,1
1959,0.87,1
1960,0.89,1
1961,0.91,1
1962,0.94,1
1963,0.84,2
1964,0.98,1
1965,0.84,3
1966,0.94,1
1967,0.92,1
1968,0.89,1
1969,0.87,1
1970,0.88,1
1971,0.88,1
1972,0.89,2
1973,0.86,3
1974,0.97,1
1975,0.9,1
1976,0.85,2
1977,0.89,1
1978,0.88,2
1979,0.89,2
1980,0.99,1
1981,0.99,1
1982,0.85,2
1983,0.96,1
1984,0.97,1
1985,0.92,2
1986,0.89,2
1987,0.87,3
1988,0.89,1
1989,0.91,2
1990,0.9,1
1991,0.9,1
1992,0.9,2
1993,0.97,1
1994,0.86,3
1995,0.91,1
1996,0.92,2
1997,0.95,1
1998,0.91,2
1999,0.89,2
2000,0.96,1
2001,0.9,2
2002,0.87,1
2003,0.9,1
2004,0.94,1
2005,0.68,10
2006,0.18,70
2007,0.64,20
2008,0.93,2
2009,0.9,1
2010,0.93,1
2011,0.91,1
2012,0.9,1
2013,0.9,3
2014,0.96,1
2015,0.92,1
2016,0.88,2
2017,0.92,1
2018,0.89,2
2019,0.93,1
2020,0.92,2
2021,0.89,1
2022,0.92,2
2023,0.87,1
2024,0.97,1
2025,0.89,1
2026,0.85,2
2027,0.95,2
2028,0.94,1
2029,0.91,1
2030,0.9,1
2031,0.88,1
2032,0.93,1
2033,0.91,2
2034,0.67,7
2035,0.55,40
2036,0.75,8
2037,0.02,96
2038,0.35,34
2039,0.66,8
2040,0.9,2
2041,0.96,2
2042,0.88,1
2043,0.9,1
2044,0.94,1
2045,0.89,1
2046,0.97,1
2047,0.99,1
2048,0.89,2
2049,0.92,2
2050,0.97,1
2051,0.91,3
2052,0.88,1
2053,0.95,1
2054,0.87,2
2055,0.85,2
2056,0.99,1
2057,0.92,1
2058,0.87,2
2059,0.9,2
2060,0.93,2
2061,0.86,1
2062,0.94,2
2063,0.92,1
2064,0.93,2
2065,0.89,1
2066,0.89,1
2067,0.95,1
2068,0.93,2
2069,0.9,1
2070,0.95,1
2071,0.89,1
2072,0.9,1
2073,0.89,2
2074,0.88,1
2075,0.85,4
2076,0.88,2
2077,0.97,1
2078,0.83,4
2079,0.99,1
2080,0.85,3
2081,0.91,2
2082,0.92,1
2083,0.87,2
2084,0.89,1
2085,0.92,1
2086,0.94,1
2087,0.94,1
2088,0.85,2
2089,0.87,3
2090,0.94,1
2091,0.81,2
2092,0.93,1
2093,0.93,1
2094,0.89,1
2095,0.89,1
2096,0.88,2
2097,0.86,2
2098,0.9194,1
