PDR_Env,Burst_1_over_r,Action_N,Action_G,Success_Rate_URLLC,Expected_Latency,Coding_Rate
0.45,2,25,2,0.961336,28.65696641084746,0.32
0.45,2,26,0,0.989484,19.599228175804456,0.3076923076923077
0.45,2,26,1,0.939036,24.065244733797368,0.3076923076923077
0.45,2,26,2,0.972706,28.7525501815791,0.3076923076923077
0.45,2,27,0,0.993848,19.613865461859824,0.2962962962962963
0.45,2,27,1,0.953764,24.151628946751217,0.2962962962962963
0.45,2,27,2,0.981694,28.834191595971227,0.2962962962962963
0.45,2,28,0,0.996428,19.623521758181766,0.2857142857142857
0.45,2,28,1,0.965028,24.230689121495395,0.2857142857142857
0.45,2,28,2,0.987484,28.889776948284727,0.2857142857142857
0.45,2,29,0,0.998032,19.627167226640484,0.27586206896551724
0.45,2,29,1,0.973846,24.291342700054138,0.27586206896551724
0.45,2,29,2,0.992072,28.938389125913318,0.27586206896551724
0.45,2,30,0,0.998766,19.631522028952954,0.26666666666666666
0.45,2,30,1,0.979942,24.343284131572617,0.26666666666666666
0.45,2,30,2,0.99453,28.962043145235203,0.26666666666666666
0.45,2,31,0,0.999382,19.63037541816227,0.25806451612903225
0.45,2,31,1,0.985374,24.380748598228454,0.25806451612903225
0.45,2,31,2,0.996534,28.98450471642404,0.25806451612903225
0.45,2,32,0,0.999652,19.63145867069432,0.25
0.45,2,32,1,0.989272,24.416806966676976,0.25
0.45,2,32,2,0.997696,28.993265483674378,0.25
0.45,2,33,0,0.999818,19.632768740833914,0.24242424242424243
0.45,2,33,1,0.992312,24.445398531603274,0.24242424242424243
0.45,2,33,2,0.998576,29.017363032650792,0.24242424242424243
0.45,2,34,0,0.999912,19.63480901703965,0.23529411764705882
0.45,2,34,1,0.994244,24.4627618881977,0.23529411764705882
0.45,2,34,2,0.999096,29.02127042076807,0.23529411764705882
0.45,2,35,0,0.999948,19.636974199581452,0.22857142857142856
0.45,2,35,1,0.995676,24.472343412917454,0.22857142857142856
0.45,2,35,2,0.999402,29.02992604962383,0.22857142857142856
0.45,2,36,0,0.999972,19.634481303938053,0.2222222222222222
0.45,2,36,1,0.99704,24.496407057196993,0.2222222222222222
0.45,2,36,2,0.999644,29.02597382360428,0.2222222222222222
0.45,2,37,0,0.999986,19.633309289406974,0.21621621621621623
0.45,2,37,1,0.997806,24.499081369139272,0.21621621621621623
0.45,2,37,2,0.999778,29.035838071436476,0.21621621621621623
0.45,2,38,0,0.99999,19.635057889040436,0.21052631578947367
0.45,2,38,1,0.998378,24.506861668087172,0.21052631578947367
0.45,2,38,2,0.999848,29.027978021890085,0.21052631578947367
0.45,2,39,0,0.999988,19.63499677380744,0.20512820512820512
0.45,2,39,1,0.998912,24.51497652522868,0.20512820512820512
0.45,2,39,2,0.999928,29.03871751843055,0.20512820512820512
0.45,2,40,0,0.999994,19.636175317051904,0.2
0.45,2,40,1,0.999192,24.519615310709522,0.2
0.45,2,40,2,0.999952,29.02621787384256,0.2
0.45,2,41,0,1.0,19.63471211538461,0.1951219512195122
0.45,2,41,1,0.999412,24.52432684264501,0.1951219512195122
0.45,2,41,2,0.999982,29.033701645091146,0.1951219512195122
0.45,2,42,0,1.0,19.635733269230773,0.19047619047619047
0.45,2,42,1,0.999644,24.53226579431508,0.19047619047619047
0.45,2,42,2,0.999972,29.043538026757055,0.19047619047619047
0.45,2,43,0,1.0,19.634914038461538,0.18604651162790697
0.45,2,43,1,0.999762,24.523673557383578,0.18604651162790697
0.45,2,43,2,0.999992,29.04090328876477,0.18604651162790697
0.45,2,44,0,1.0,19.638687115384624,0.18181818181818182
0.45,2,44,1,0.999794,24.52416390084049,0.18181818181818182
0.45,2,44,2,0.999988,29.03806557217148,0.18181818181818182
0.45,2,45,0,1.0,19.636846153846147,0.17777777777777778
0.45,2,45,1,0.999844,24.534440834308615,0.17777777777777778
0.45,2,45,2,0.999996,29.036907878400747,0.17777777777777778
0.45,2,46,0,1.0,19.63483096153846,0.17391304347826086
0.45,2,46,1,0.999898,24.539552649754903,0.17391304347826086
0.45,2,46,2,1.0,29.029973653846163,0.17391304347826086
0.45,2,47,0,1.0,19.636153846153853,0.1702127659574468
0.45,2,47,1,0.999944,24.527301221176078,0.1702127659574468
0.45,2,47,2,0.999998,29.043975972567328,0.1702127659574468
0.45,2,48,0,1.0,19.6371351923077,0.16666666666666666
0.45,2,48,1,0.999948,24.537034387326592,0.16666666666666666
0.45,2,48,2,0.999998,29.037842114145754,0.16666666666666666
0.45,2,49,0,1.0,19.638285000000003,0.16326530612244897
0.45,2,49,1,0.999974,24.525379198320692,0.16326530612244897
0.45,2,49,2,1.0,29.03457923076924,0.16326530612244897
0.45,2,50,0,1.0,19.635677884615387,0.16
0.45,2,50,1,0.999978,24.530999681993013,0.16
0.45,2,50,2,1.0,29.03404442307692,0.16
0.45,2,51,0,1.0,19.636746346153846,0.1568627450980392
0.45,2,51,1,0.999986,24.53174382902899,0.1568627450980392
0.45,2,51,2,1.0,29.03494961538461,0.1568627450980392
0.45,2,52,0,1.0,19.63402326923077,0.15384615384615385
0.45,2,52,1,0.999994,24.542826487728167,0.15384615384615385
0.45,2,52,2,1.0,29.041900384615385,0.15384615384615385
0.45,2,53,0,1.0,19.636547884615386,0.1509433962264151
0.45,2,53,1,0.999992,24.52995008575454,0.1509433962264151
0.45,2,53,2,1.0,29.037140769230774,0.1509433962264151
0.45,2,54,0,1.0,19.637723076923077,0.14814814814814814
0.45,2,54,1,0.999998,24.531478293725826,0.14814814814814814
0.45,2,54,2,1.0,29.027792884615387,0.14814814814814814
0.45,2,55,0,1.0,19.63609903846154,0.14545454545454545
0.45,2,55,1,0.999996,24.534931216647944,0.14545454545454545
0.45,2,55,2,1.0,29.046126923076937,0.14545454545454545
0.45,2,56,0,1.0,19.636729038461528,0.14285714285714285
0.45,2,56,1,1.0,24.531880384615388,0.14285714285714285
0.45,2,56,2,1.0,29.032581923076915,0.14285714285714285
0.45,2,57,0,1.0,19.636170576923078,0.14035087719298245
0.45,2,57,1,0.999998,24.53466291547968,0.14035087719298245
0.45,2,57,2,1.0,29.036522884615373,0.14035087719298245
0.45,2,58,0,1.0,19.63400884615384,0.13793103448275862
0.45,2,58,1,0.999998,24.533065989208904,0.13793103448275862
0.45,2,58,2,1.0,29.02406653846154,0.13793103448275862
0.45,2,59,0,1.0,19.634211346153847,0.13559322033898305
0.45,2,59,1,1.0,24.533143846153845,0.13559322033898305
0.45,2,59,2,1.0,29.025447692307697,0.13559322033898305
0.45,2,60,0,1.0,19.63626346153846,0.13333333333333333
0.45,2,60,1,0.999998,24.53550522485661,0.13333333333333333
0.45,2,60,2,1.0,29.036531538461535,0.13333333333333333
0.45,2,61,0,1.0,19.63605923076923,0.13114754098360656
0.45,2,61,1,1.0,24.52603384615385,0.13114754098360656
0.45,2,61,2,1.0,29.037099230769233,0.13114754098360656
0.45,2,62,0,1.0,19.63335692307692,0.12903225806451613
0.45,2,62,1,1.0,24.523061538461526,0.12903225806451613
0.45,2,62,2,1.0,29.039041153846156,0.12903225806451613
0.45,2,63,0,1.0,19.633791346153846,0.12698412698412698
0.45,2,63,1,1.0,24.529390384615386,0.12698412698412698
0.45,2,63,2,1.0,29.034224423076925,0.12698412698412698
0.45,2,64,0,1.0,19.63721942307692,0.125
0.45,2,64,1,1.0,24.53099769230769,0.125
0.45,2,64,2,1.0,29.03451865384616,0.125
0.45,3,10,0,0.023798,17.492177752493745,0.8
0.45,3,10,1,0.027158,19.967554538399224,0.8
0.45,3,10,2,0.027594,22.44223242510914,0.8
0.45,3,11,0,0.05544,17.713734182484185,0.7272727272727273
0.45,3,11,1,0.061856,20.404288869433724,0.7272727272727273
0.45,3,11,2,0.061046,23.11181479792036,0.7272727272727273
0.45,3,12,0,0.105352,17.93131049317453,0.6666666666666666
0.45,3,12,1,0.112394,20.83167935326414,0.6666666666666666
0.45,3,12,2,0.110632,23.752562202061448,0.6666666666666666
0.45,3,13,0,0.172372,18.135865364533593,0.6153846153846154
0.45,3,13,1,0.1789,21.246087199552825,0.6153846153846154
0.45,3,13,2,0.179404,24.370362851012665,0.6153846153846154
0.45,3,14,0,0.252144,18.33218929842288,0.5714285714285714
0.45,3,14,1,0.25818,21.6282736552316,0.5714285714285714
0.45,3,14,2,0.259534,24.945871179765383,0.5714285714285714
0.45,3,15,0,0.342522,18.514480597091346,0.5333333333333333
0.45,3,15,1,0.345952,21.99553250606576,0.5333333333333333
0.45,3,15,2,0.34816,25.497625428626982,0.5333333333333333
0.45,3,16,0,0.434888,18.691467688232365,0.5
0.45,3,16,1,0.436242,22.33757780173531,0.5
0.45,3,16,2,0.43732,26.010145272956258,0.5
0.45,3,17,0,0.526702,18.851846745627284,0.47058823529411764
0.45,3,17,1,0.526194,22.65327996898482,0.47058823529411764
0.45,3,17,2,0.524376,26.487948753155397,0.47058823529411764
0.45,3,18,0,0.61189,18.997364408132682,0.4444444444444444
0.45,3,18,1,0.608212,22.951171125047996,0.4444444444444444
0.45,3,18,2,0.60947,26.925885163780386,0.4444444444444444
0.45,3,19,0,0.689262,19.130338234673744,0.42105263157894735
0.45,3,19,1,0.68265,23.216757094805878,0.42105263157894735
0.45,3,19,2,0.683364,27.324075624973823,0.42105263157894735
0.45,3,20,0,0.7539,19.248478680094276,0.4
0.45,3,20,1,0.748152,23.453819441874003,0.4
0.45,3,20,2,0.748308,27.684362845656725,0.4
0.45,3,21,0,0.808868,19.35237460062895,0.38095238095238093
0.45,3,21,1,0.803042,23.662221518062182,0.38095238095238093
0.45,3,21,2,0.802766,28.000369491713162,0.38095238095238093
0.45,3,22,0,0.855484,19.444019408896015,0.36363636363636365
0.45,3,22,1,0.849368,23.848207409237496,0.36363636363636365
0.45,3,22,2,0.848524,28.274563332237,0.36363636363636365
0.45,3,23,0,0.891506,19.518915831102746,0.34782608695652173
0.45,3,23,1,0.88405,24.008930055296215,0.34782608695652173
0.45,3,23,2,0.88466,28.516465256534886,0.34782608695652173
0.45,3,24,0,0.91975,19.586802851945556,0.3333333333333333
0.45,3,24,1,0.91376,24.142292455180954,0.3333333333333333
0.45,3,24,2,0.914218,28.71316250609812,0.3333333333333333
0.45,3,25,0,0.941066,19.638225733860903,0.32
0.45,3,25,1,0.93585,24.257928415549834,0.32
0.45,3,25,2,0.936062,28.886866755867413,0.32
0.45,3,26,0,0.957364,19.684826493130338,0.3076923076923077
0.45,3,26,1,0.95276,24.353710838470903,0.3076923076923077
0.45,3,26,2,0.953244,29.02215689065646,0.3076923076923077
0.45,3,27,0,0.969584,19.71843931957496,0.2962962962962963
0.45,3,27,1,0.965722,24.42175587081679,0.2962962962962963
0.45,3,27,2,0.96643,29.13770705666135,0.2962962962962963
0.45,3,28,0,0.978188,19.748645926486997,0.2857142857142857
0.45,3,28,1,0.975458,24.4864041774775,0.2857142857142857
0.45,3,28,2,0.975744,29.227234058555084,0.2857142857142857
0.45,3,29,0,0.9851,19.764905554297496,0.27586206896551724
0.45,3,29,1,0.982724,24.531093008976924,0.27586206896551724
0.45,3,29,2,0.98304,29.293848477877116,0.27586206896551724
0.45,3,30,0,0.989742,19.784940457676388,0.26666666666666666
0.45,3,30,1,0.987896,24.565510944471885,0.26666666666666666
0.45,3,30,2,0.988136,29.34906052327895,0.26666666666666666
0.45,3,31,0,0.993062,19.795444253771127,0.25806451612903225
0.45,3,31,1,0.991486,24.602147685393444,0.25806451612903225
0.45,3,31,2,0.991636,29.405673282100732,0.25806451612903225
0.45,3,32,0,0.995178,19.805121835954512,0.25
0.45,3,32,1,0.994242,24.62900689864548,0.25
0.45,3,32,2,0.994262,29.437640682234658,0.25
0.45,3,33,0,0.99686,19.81070600145997,0.24242424242424243
0.45,3,33,1,0.995928,24.633133813195013,0.24242424242424243
0.45,3,33,2,0.99622,29.457270598245994,0.24242424242424243
0.45,3,34,0,0.997852,19.817572954398347,0.23529411764705882
0.45,3,34,1,0.997294,24.64490449618205,0.23529411764705882
0.45,3,34,2,0.99735,29.46950669273575,0.23529411764705882
0.45,3,35,0,0.99857,19.820613862438677,0.22857142857142856
0.45,3,35,1,0.998048,24.659907678249482,0.22857142857142856
0.45,3,35,2,0.998166,29.48653946722905,0.22857142857142856
0.45,3,36,0,0.99907,19.823827505734183,0.2222222222222222
0.45,3,36,1,0.998798,24.662624859696734,0.2222222222222222
0.45,3,36,2,0.998752,29.49756989030002,0.2222222222222222
0.45,3,37,0,0.999404,19.82867500568801,0.21621621621621623
0.45,3,37,1,0.999076,24.667724900885343,0.21621621621621623
0.45,3,37,2,0.999188,29.51068921810664,0.21621621621621623
0.45,3,38,0,0.99959,19.826582937465894,0.21052631578947367
0.45,3,38,1,0.999412,24.66772231302775,0.21052631578947367
0.45,3,38,2,0.999444,29.50432286505142,0.21052631578947367
0.45,3,39,0,0.999722,19.831466609255834,0.20512820512820512
0.45,3,39,1,0.99957,24.670898101568287,0.20512820512820512
0.45,3,39,2,0.99958,29.509419148349995,0.20512820512820512
0.45,3,40,0,0.999836,19.826952774101102,0.2
0.45,3,40,1,0.999728,24.672545932493634,0.2
0.45,3,40,2,0.99976,29.51918306547418,0.2
0.45,3,41,0,0.999884,19.830318009196763,0.1951219512195122
0.45,3,41,1,0.999844,24.67391066852582,0.1951219512195122
0.45,3,41,2,0.999832,29.52302256009779,0.1951219512195122
0.45,3,42,0,0.99994,19.82830162117419,0.19047619047619047
0.45,3,42,1,0.999912,24.675929943373482,0.19047619047619047
0.45,3,42,2,0.999916,29.52133171494098,0.19047619047619047
0.45,3,43,0,0.999944,19.83117458423826,0.18604651162790697
0.45,3,43,1,0.999932,24.684221219350615,0.18604651162790697
0.45,3,43,2,0.999916,29.522223135974187,0.18604651162790697
0.45,3,44,0,0.999974,19.829934039823502,0.18181818181818182
0.45,3,44,1,0.999946,24.672941184977834,0.18181818181818182
0.45,3,44,2,0.999952,29.506051675095787,0.18181818181818182
0.45,3,45,0,0.999986,19.83136744683656,0.17777777777777778
0.45,3,45,1,0.999974,24.683658698203082,0.17777777777777778
0.45,3,45,2,0.999976,29.5234408702732,0.17777777777777778
0.45,3,46,0,0.999994,19.829883594686184,0.17391304347826086
0.45,3,46,1,0.999978,24.684102281019413,0.17391304347826086
0.45,3,46,2,0.999974,29.51393659312066,0.17391304347826086
0.45,3,47,0,0.99999,19.83141619877737,0.1702127659574468
0.45,3,47,1,0.999988,24.673736084833024,0.1702127659574468
0.45,3,47,2,0.999998,29.517702304635385,0.1702127659574468
0.45,3,48,0,0.999996,19.832003943400398,0.16666666666666666
0.45,3,48,1,0.999992,24.67288622924368,0.16666666666666666
0.45,3,48,2,0.999992,29.52408426959723,0.16666666666666666
0.45,3,49,0,0.999998,19.827405424041615,0.16326530612244897
0.45,3,49,1,0.99999,24.681614893072002,0.16326530612244897
0.45,3,49,2,0.999994,29.512550729150526,0.16326530612244897
0.45,3,50,0,0.999998,19.831596778578174,0.16
0.45,3,50,1,0.999996,24.681519879925684,0.16
0.45,3,50,2,0.999996,29.523622902183913,0.16
0.45,3,51,0,1.0,19.82952692307693,0.1568627450980392
0.45,3,51,1,0.999998,24.67843935687871,0.1568627450980392
0.45,3,51,2,0.999998,29.524251548503084,0.1568627450980392
0.45,3,52,0,1.0,19.832942307692303,0.15384615384615385
0.45,3,52,1,0.999998,24.68506475474489,0.15384615384615385
0.45,3,52,2,0.999998,29.517487688821525,0.15384615384615385
0.45,3,53,0,0.999998,19.828641772668153,0.1509433962264151
0.45,3,53,1,0.999998,24.682847058001812,0.1509433962264151
0.45,3,53,2,0.999998,29.52044904089808,0.1509433962264151
0.45,3,54,0,1.0,19.828885384615383,0.14814814814814814
0.45,3,54,1,1.0,24.67426384615385,0.14814814814814814
0.45,3,54,2,1.0,29.520669230769236,0.14814814814814814
0.45,3,55,0,1.0,19.827107307692305,0.14545454545454545
0.45,3,55,1,1.0,24.676519615384617,0.14545454545454545
0.45,3,55,2,1.0,29.51243423076923,0.14545454545454545
0.45,3,56,0,1.0,19.82911846153846,0.14285714285714285
0.45,3,56,1,1.0,24.68083846153846,0.14285714285714285
0.45,3,56,2,1.0,29.52348346153847,0.14285714285714285
0.45,3,57,0,1.0,19.829720192307693,0.14035087719298245
0.45,3,57,1,1.0,24.68400692307693,0.14035087719298245
0.45,3,57,2,0.999998,29.52681655363312,0.14035087719298245
0.45,3,58,0,1.0,19.828007307692296,0.13793103448275862
0.45,3,58,1,1.0,24.67369038461539,0.13793103448275862
0.45,3,58,2,1.0,29.517784038461528,0.13793103448275862
0.45,3,59,0,1.0,19.830159807692304,0.13559322033898305
0.45,3,59,1,1.0,24.67850307692306,0.13559322033898305
0.45,3,59,2,1.0,29.525435769230764,0.13559322033898305
0.45,3,60,0,1.0,19.825887115384614,0.13333333333333333
0.45,3,60,1,1.0,24.67902807692307,0.13333333333333333
0.45,3,60,2,1.0,29.51932269230769,0.13333333333333333
0.45,3,61,0,1.0,19.82951826923076,0.13114754098360656
0.45,3,61,1,1.0,24.677604230769226,0.13114754098360656
0.45,3,61,2,1.0,29.51288942307692,0.13114754098360656
0.45,3,62,0,1.0,19.828558269230772,0.12903225806451613
0.45,3,62,1,1.0,24.67939961538461,0.12903225806451613
0.45,3,62,2,1.0,29.511939230769226,0.12903225806451613
0.45,3,63,0,1.0,19.83065942307692,0.12698412698412698
0.45,3,63,1,1.0,24.681813461538464,0.12698412698412698
0.45,3,63,2,1.0,29.52259903846154,0.12698412698412698
0.45,3,64,0,1.0,19.82530442307693,0.125
0.45,3,64,1,1.0,24.67835192307692,0.125
0.45,3,64,2,1.0,29.53686576923077,0.125
0.45,5,10,0,0.068374,17.40205172456467,0.8
0.45,5,10,1,0.03838,19.923778410229684,0.8
0.45,5,10,2,0.03108,22.42855286605287,0.8
0.45,5,11,0,0.114352,17.594892558469933,0.7272727272727273
0.45,5,11,1,0.076384,20.347248517611423,0.7272727272727273
0.45,5,11,2,0.066132,23.080822620493276,0.7272727272727273
0.45,5,12,0,0.16981,17.786122951896463,0.6666666666666666
0.45,5,12,1,0.130172,20.760136293046596,0.6666666666666666
0.45,5,12,2,0.118844,23.713104509337388,0.6666666666666666
0.45,5,13,0,0.231818,17.968986944001824,0.6153846153846154
0.45,5,13,1,0.196818,21.155346954664086,0.6153846153846154
0.45,5,13,2,0.185504,24.318923042090738,0.6153846153846154
0.45,5,14,0,0.301784,18.149543789852757,0.5714285714285714
0.45,5,14,1,0.27439,21.536679964228345,0.5714285714285714
0.45,5,14,2,0.263418,24.89493446216221,0.5714285714285714
0.45,5,15,0,0.37211,18.317172031429912,0.5333333333333333
0.45,5,15,1,0.357162,21.884122395654984,0.5333333333333333
0.45,5,15,2,0.348454,25.432775366884318,0.5333333333333333
0.45,5,16,0,0.442468,18.479490216067777,0.5
0.45,5,16,1,0.440678,22.22407377862154,0.5
0.45,5,16,2,0.438036,25.953264642105285,0.5
0.45,5,17,0,0.512866,18.632397306358925,0.47058823529411764
0.45,5,17,1,0.522654,22.54173595062596,0.47058823529411764
0.45,5,17,2,0.524054,26.426513665209487,0.47058823529411764
0.45,5,18,0,0.579518,18.777932363951262,0.4444444444444444
0.45,5,18,1,0.599136,22.82743111619193,0.4444444444444444
0.45,5,18,2,0.604694,26.864138657797934,0.4444444444444444
0.45,5,19,0,0.639744,18.912683462808204,0.42105263157894735
0.45,5,19,1,0.66848,23.095975485141953,0.42105263157894735
0.45,5,19,2,0.678272,27.26394397482472,0.42105263157894735
0.45,5,20,0,0.69455,19.036168133212986,0.4
0.45,5,20,1,0.731088,23.3477601980778,0.4
0.45,5,20,2,0.742142,27.62214177133423,0.4
0.45,5,21,0,0.74349,19.151678104407797,0.38095238095238093
0.45,5,21,1,0.78374,23.554511798457494,0.38095238095238093
0.45,5,21,2,0.796468,27.94913171459686,0.38095238095238093
0.45,5,22,0,0.78624,19.257507249694743,0.36363636363636365
0.45,5,22,1,0.827752,23.744929733692064,0.36363636363636365
0.45,5,22,2,0.840804,28.223767416022692,0.36363636363636365
0.45,5,23,0,0.824762,19.354122531945347,0.34782608695652173
0.45,5,23,1,0.866652,23.91589970102452,0.34782608695652173
0.45,5,23,2,0.878436,28.46268319709469,0.34782608695652173
0.45,5,24,0,0.85666,19.435057261744628,0.3333333333333333
0.45,5,24,1,0.896282,24.065183897307044,0.3333333333333333
0.45,5,24,2,0.908422,28.66693859495663,0.3333333333333333
0.45,5,25,0,0.883374,19.51169606531322,0.32
0.45,5,25,1,0.920818,24.187697577254465,0.32
0.45,5,25,2,0.930562,28.849343605923497,0.32
0.45,5,26,0,0.907146,19.581235248536878,0.3076923076923077
0.45,5,26,1,0.94003,24.295213164227984,0.3076923076923077
0.45,5,26,2,0.94904,28.999894022461557,0.3076923076923077
0.45,5,27,0,0.925696,19.638058407279086,0.2962962962962963
0.45,5,27,1,0.954352,24.38909494448749,0.2962962962962963
0.45,5,27,2,0.96207,29.114230853184356,0.2962962962962963
0.45,5,28,0,0.941162,19.68969864257816,0.2857142857142857
0.45,5,28,1,0.966526,24.457815930456082,0.2857142857142857
0.45,5,28,2,0.972528,29.214084324564435,0.2857142857142857
0.45,5,29,0,0.953208,19.735586606975115,0.27586206896551724
0.45,5,29,1,0.97526,24.525776952575963,0.27586206896551724
0.45,5,29,2,0.980264,29.30377311229817,0.27586206896551724
0.45,5,30,0,0.963146,19.771272196291353,0.26666666666666666
0.45,5,30,1,0.981706,24.571951590081255,0.26666666666666666
0.45,5,30,2,0.985932,29.349536978521527,0.26666666666666666
0.45,5,31,0,0.971372,19.80694297106804,0.25806451612903225
0.45,5,31,1,0.986624,24.6120320795577,0.25806451612903225
0.45,5,31,2,0.99002,29.4052684250357,0.25806451612903225
0.45,5,32,0,0.977834,19.833487349827042,0.25
0.45,5,32,1,0.990384,24.635838220326665,0.25
0.45,5,32,2,0.992854,29.439406886224344,0.25
0.45,5,33,0,0.98266,19.860020642557327,0.24242424242424243
0.45,5,33,1,0.992964,24.66395133079424,0.24242424242424243
0.45,5,33,2,0.995026,29.47585211921018,0.24242424242424243
0.45,5,34,0,0.986674,19.87183534706577,0.23529411764705882
0.45,5,34,1,0.995106,24.6808105792827,0.23529411764705882
0.45,5,34,2,0.996586,29.488320626619277,0.23529411764705882
0.45,5,35,0,0.990046,19.892309393860327,0.22857142857142856
0.45,5,35,1,0.99649,24.702239089975045,0.22857142857142856
0.45,5,35,2,0.997514,29.50722553961455,0.22857142857142856
0.45,5,36,0,0.992292,19.90215368522107,0.2222222222222222
0.45,5,36,1,0.997628,24.70734543876536,0.2222222222222222
0.45,5,36,2,0.998366,29.520564872232,0.2222222222222222
0.45,5,37,0,0.994228,19.909965706674303,0.21621621621621623
0.45,5,37,1,0.9982,24.709527534176896,0.21621621621621623
0.45,5,37,2,0.998858,29.526278240519897,0.21621621621621623
0.45,5,38,0,0.995578,19.91975535046746,0.21052631578947367
0.45,5,38,1,0.998686,24.725672995855017,0.21052631578947367
0.45,5,38,2,0.999242,29.53080434969707,0.21052631578947367
0.45,5,39,0,0.996484,19.932622137898388,0.20512820512820512
0.45,5,39,1,0.999082,24.725419088569456,0.20512820512820512
0.45,5,39,2,0.999468,29.526606039028156,0.20512820512820512
0.45,5,40,0,0.997492,19.93255777798411,0.2
0.45,5,40,1,0.999406,24.737950496441034,0.2
0.45,5,40,2,0.999666,29.53959314718808,0.2
0.45,5,41,0,0.998126,19.9340059425209,0.1951219512195122
0.45,5,41,1,0.999628,24.72763637303846,0.1951219512195122
0.45,5,41,2,0.99978,29.54413105498594,0.1951219512195122
0.45,5,42,0,0.99858,19.94137405885588,0.19047619047619047
0.45,5,42,1,0.99972,24.738273639696036,0.19047619047619047
0.45,5,42,2,0.999854,29.53718646768582,0.19047619047619047
0.45,5,43,0,0.999004,19.94588860505063,0.18604651162790697
0.45,5,43,1,0.999788,24.734316367377577,0.18604651162790697
0.45,5,43,2,0.9999,29.541289898220583,0.18604651162790697
0.45,5,44,0,0.999182,19.94278916307385,0.18181818181818182
0.45,5,44,1,0.999866,24.742356244967592,0.18181818181818182
0.45,5,44,2,0.99994,29.53537885350045,0.18181818181818182
0.45,5,45,0,0.99948,19.94784384033544,0.17777777777777778
0.45,5,45,1,0.99992,24.737501692443075,0.17777777777777778
0.45,5,45,2,0.999952,29.55124942151069,0.17777777777777778
0.45,5,46,0,0.99959,19.947113508846325,0.17391304347826086
0.45,5,46,1,0.999962,24.744537600121117,0.17391304347826086
0.45,5,46,2,0.99998,29.535673213464268,0.17391304347826086
0.45,5,47,0,0.999686,19.94769915445758,0.1702127659574468
0.45,5,47,1,0.999964,24.740441425122082,0.1702127659574468
0.45,5,47,2,0.999982,29.563786955857505,0.1702127659574468
0.45,5,48,0,0.999778,19.948459134851017,0.16666666666666666
0.45,5,48,1,0.999982,24.742316515543436,0.16666666666666666
