PDR_Env,Burst_1_over_r,Action_N,Action_G,Success_Rate_URLLC,Expected_Latency,Coding_Rate,Cost,Is_Feasible
0.45,2,31,0,0.999382,19.63037541816227,0.2580645161290322,2.4474125418162274,True
0.45,3,36,0,0.99907,19.823827505734183,0.2222222222222222,2.544882750573418,True
0.45,5,43,0,0.999004,19.94588860505063,0.1860465116279069,2.666463860505063,True
0.45,10,56,0,0.99922,20.244953756237557,0.1428571428571428,2.8994953756237556,True
0.45,20,57,1,0.999158,25.597099681008338,0.1403508771929824,3.450334968100834,True
0.45,40,62,2,0.999174,31.519806321560065,0.1290322580645161,4.120730632156006,True
0.55,2,28,0,0.999458,18.891530170891087,0.2857142857142857,2.326653017089109,True
0.55,3,32,0,0.998992,18.949638928347454,0.25,2.408297226168092,True
0.55,5,40,0,0.999126,19.079688724868607,0.2,2.532968872486861,True
0.55,10,53,0,0.999122,19.400376222631163,0.1509433962264151,2.7681626222631164,True
0.55,20,54,1,0.999166,23.87261899501107,0.1481481481481481,3.231011899501107,True
0.55,40,59,2,0.999022,28.914768066245703,0.135593220338983,3.8133518066245706,True
0.65,2,25,0,0.999438,18.274347490982237,0.32,2.2180597490982237,True
0.65,3,29,0,0.999144,18.3307291811021,0.2758620689655172,2.28619791811021,True
0.65,5,37,0,0.999148,18.446135915492302,0.2162162162162162,2.42273859154923,True
0.65,10,51,0,0.999254,18.7372110363562,0.1568627450980392,2.67059610363562,True
0.65,20,64,0,0.999114,19.217266498117336,0.125,2.921726649811734,True
0.65,40,64,1,0.999098,23.468861990438445,0.125,3.3468861990438445,True
0.75,2,22,0,0.999344,17.81233315978358,0.3636363636363636,2.124983315978358,True
0.75,3,26,0,0.999008,17.856780079685205,0.3076923076923077,2.191928007968521,True
0.75,5,34,0,0.999084,17.947911633209863,0.2352941176470588,2.326041163320986,True
0.75,10,48,0,0.99916,18.173508824335514,0.1666666666666666,2.5673508824335514,True
0.75,20,61,0,0.999074,18.538858906424277,0.1311475409836065,2.807010890642428,True
0.75,40,61,1,0.99904,22.088152318533492,0.1311475409836065,3.161940231853349,True
0.85,2,19,0,0.999108,17.44642586571837,0.4210526315789473,2.041517586571837,True
0.85,3,23,0,0.999062,17.476235786090427,0.3478260869565217,2.106998578609043,True
0.85,5,31,0,0.999166,17.533596096067196,0.2580645161290322,2.2377346096067194,True
0.85,10,44,0,0.999058,17.670090994948012,0.1818181818181818,2.454509099494801,True
0.85,20,58,0,0.999046,17.895672279046526,0.1379310344827586,2.6958172279046524,True
0.85,40,58,1,0.99913,20.79658110248224,0.1379310344827586,2.985908110248224,True
0.95,2,16,0,0.999496,17.147850208812937,0.5,1.9647850208812936,True
0.95,3,19,0,0.99913,17.154977137802195,0.4210526315789473,2.01237271378022,True
0.95,5,25,0,0.999018,17.17195093273903,0.32,2.107820093273903,True
0.95,10,37,0,0.999074,17.210663805453084,0.2162162162162162,2.2991913805453086,True
0.95,20,50,0,0.999132,17.275553449625043,0.16,2.5088053449625045,True
0.95,40,59,0,0.999148,17.346668399938288,0.135593220338983,2.656541839993829,True
