window_idx,pdr_hat,b_hat,pdr_cell,b_cell,region
812,0.99,1,0.95,2,grid
813,0.97,3,0.95,3,grid
814,0.96,1,0.95,2,grid
815,0.99,1,0.95,2,grid
816,0.95,1,0.95,2,grid
817,0.96,2,0.95,2,grid
818,0.96,1,0.95,2,grid
819,1.0,0,0.95,2,grid
820,0.98,1,0.95,2,grid
821,0.96,1,0.95,2,grid
822,0.97,1,0.95,2,grid
823,0.97,1,0.95,2,grid
824,0.91,3,0.85,3,grid
825,0.88,1,0.85,2,grid
826,0.94,2,0.85,2,grid
827,0.89,2,0.85,2,grid
828,0.97,1,0.95,2,grid
829,0.97,1,0.95,2,grid
830,0.94,2,0.85,2,grid
831,0.96,1,0.95,2,grid
832,0.99,1,0.95,2,grid
833,0.97,1,0.95,2,grid
834,0.9,2,0.85,2,grid
835,0.93,1,0.85,2,grid
836,0.97,1,0.95,2,grid
837,0.99,1,0.95,2,grid
838,0.92,5,0.85,5,grid
839,0.88,4,0.85,5,grid
840,0.99,1,0.95,2,grid
841,0.98,1,0.95,2,grid
842,0.93,3,0.85,3,grid
843,0.91,3,0.85,3,grid
844,1.0,0,0.95,2,grid
845,0.96,1,0.95,2,grid
846,0.94,2,0.85,2,grid
847,0.91,2,0.85,2,grid
848,0.95,1,0.95,2,grid
849,0.89,2,0.85,2,grid
850,0.97,1,0.95,2,grid
851,0.94,1,0.85,2,grid
852,0.96,1,0.95,2,grid
853,0.9,2,0.85,2,grid
854,0.89,3,0.85,3,grid
855,0.91,1,0.85,2,grid
856,0.94,2,0.85,2,grid
857,0.87,3,0.85,3,grid
858,0.89,2,0.85,2,grid
859,0.96,1,0.95,2,grid
860,0.95,1,0.95,2,grid
861,0.89,2,0.85,2,grid
862,0.97,1,0.95,2,grid
863,0.93,1,0.85,2,grid
864,0.9,3,0.85,3,grid
865,0.97,1,0.95,2,grid
866,0.9,2,0.85,2,grid
867,0.92,1,0.85,2,grid
868,0.86,2,0.85,2,grid
869,0.88,3,0.85,3,grid
870,0.94,1,0.85,2,grid
871,0.97,1,0.95,2,grid
872,0.91,2,0.85,2,grid
873,1.0,0,0.95,2,grid
874,0.95,2,0.95,2,grid
875,0.96,1,0.95,2,grid
876,0.99,1,0.95,2,grid
877,0.96,1,0.95,2,grid
878,0.97,1,0.95,2,grid
879,0.99,1,0.95,2,grid
880,0.9,1,0.85,2,grid
881,0.89,2,0.85,2,grid
882,0.89,2,0.85,2,grid
883,0.94,2,0.85,2,grid
884,0.89,2,0.85,2,grid
885,0.87,3,0.85,3,grid
886,0.94,2,0.85,2,grid
887,0.94,1,0.85,2,grid
888,0.94,1,0.85,2,grid
889,0.95,2,0.95,2,grid
890,0.81,3,0.75,3,grid
891,0.87,3,0.85,3,grid
892,0.82,2,0.75,2,grid
893,0.95,2,0.95,2,grid
894,0.84,2,0.75,2,grid
895,0.87,2,0.85,2,grid
896,0.85,2,0.85,2,grid
897,0.93,2,0.85,2,grid
898,0.87,2,0.85,2,grid
899,0.9,3,0.85,3,grid
900,0.96,1,0.95,2,grid
901,0.91,1,0.85,2,grid
902,0.81,2,0.75,2,grid
903,0.85,3,0.85,3,grid
904,0.82,2,0.75,2,grid
905,0.86,2,0.85,2,grid
906,0.98,1,0.95,2,grid
907,0.87,2,0.85,2,grid
908,0.91,2,0.85,2,grid
909,0.91,2,0.85,2,grid
910,0.97,2,0.95,2,grid
911,0.92,1,0.85,2,grid
912,0.94,1,0.85,2,grid
913,0.94,1,0.85,2,grid
914,0.95,1,0.95,2,grid
915,0.89,2,0.85,2,grid
916,0.83,3,0.75,3,grid
917,0.8,2,0.75,2,grid
918,0.85,3,0.85,3,grid
919,0.86,2,0.85,2,grid
920,0.87,2,0.85,2,grid
921,0.95,1,0.95,2,grid
922,0.92,2,0.85,2,grid
923,0.95,1,0.95,2,grid
924,0.95,1,0.95,2,grid
925,0.77,4,0.75,5,grid
926,0.96,1,0.95,2,grid
927,0.91,1,0.85,2,grid
928,0.85,2,0.85,2,grid
929,0.79,3,0.75,3,grid
930,0.89,3,0.85,3,grid
931,0.8,2,0.75,2,grid
932,0.87,1,0.85,2,grid
933,0.82,2,0.75,2,grid
934,0.79,3,0.75,3,grid
935,0.84,2,0.75,2,grid
936,0.98,1,0.95,2,grid
937,1.0,0,0.95,2,grid
938,0.9,3,0.85,3,grid
939,0.82,2,0.75,2,grid
940,0.83,2,0.75,2,grid
941,0.92,2,0.85,2,grid
942,0.82,3,0.75,3,grid
943,0.92,1,0.85,2,grid
944,0.93,2,0.85,2,grid
945,0.91,2,0.85,2,grid
946,0.96,3,0.95,3,grid
947,0.94,1,0.85,2,grid
948,0.86,2,0.85,2,grid
949,0.94,1,0.85,2,grid
950,0.85,4,0.85,5,grid
951,0.89,4,0.85,5,grid
952,0.94,1,0.85,2,grid
953,0.91,2,0.85,2,grid
954,0.87,3,0.85,3,grid
955,0.82,14,0.75,20,grid
956,0.91,2,0.85,2,grid
957,0.53,40,0.45,40,grid
958,0.36,33,SAT,40,sat_worst
959,0.88,2,0.85,2,grid
960,0.97,1,0.95,2,grid
961,0.67,21,0.65,40,grid
962,0.0,100,SAT,SAT,sat_worst
963,0.87,6,0.85,10,grid
964,0.59,22,0.55,40,grid
965,0.86,2,0.85,2,grid
966,0.86,2,0.85,2,grid
967,0.84,4,0.75,5,grid
968,0.32,53,SAT,SAT,sat_worst
969,0.0,100,SAT,SAT,sat_worst
970,0.2,78,SAT,SAT,sat_worst
971,0.9,2,0.85,2,grid
972,0.89,1,0.85,2,grid
973,0.38,54,SAT,SAT,sat_worst
974,0.68,9,0.65,10,grid
975,0.86,2,0.85,2,grid
976,0.84,4,0.75,5,grid
977,0.9,2,0.85,2,grid
978,0.9,3,0.85,3,grid
979,0.37,40,SAT,40,sat_worst
980,0.91,3,0.85,3,grid
981,0.84,2,0.75,2,grid
982,0.87,2,0.85,2,grid
983,0.88,2,0.85,2,grid
984,0.92,1,0.85,2,grid
985,0.96,1,0.95,2,grid
986,0.83,2,0.75,2,grid
987,0.97,1,0.95,2,grid
988,0.1,84,SAT,SAT,sat_worst
989,0.14,42,SAT,SAT,sat_worst
990,0.74,9,0.65,10,grid
991,0.83,3,0.75,3,grid
992,0.71,3,0.65,3,grid
993,0.82,3,0.75,3,grid
994,0.88,1,0.85,2,grid
995,0.93,1,0.85,2,grid
996,0.92,1,0.85,2,grid
997,0.9,1,0.85,2,grid
998,0.96,1,0.95,2,grid
999,0.93,2,0.85,2,grid
1000,0.76,3,0.75,3,grid
1001,0.78,3,0.75,3,grid
1002,0.84,2,0.75,2,grid
1003,0.71,19,0.65,20,grid
1004,0.79,3,0.75,3,grid
1005,0.54,29,0.45,40,grid
1006,0.54,36,0.45,40,grid
1007,0.48,46,0.45,SAT,sat_worst
1008,0.12,86,SAT,SAT,sat_worst
1009,0.23,48,SAT,SAT,sat_worst
1010,0.0,100,SAT,SAT,sat_worst
1011,0.0,100,SAT,SAT,sat_worst
1012,0.0,100,SAT,SAT,sat_worst
1013,0.0,100,SAT,SAT,sat_worst
1014,0.0,100,SAT,SAT,sat_worst
1015,0.8,18,0.75,20,grid
1016,0.98,1,0.95,2,grid
1017,0.91,1,0.85,2,grid
1018,0.88,1,0.85,2,grid
1019,0.87,1,0.85,2,grid
1020,0.96,1,0.95,2,grid
1021,0.94,1,0.85,2,grid
1022,0.88,1,0.85,2,grid
1023,0.89,1,0.85,2,grid
1024,0.96,2,0.95,2,grid
1025,0.51,44,0.45,SAT,sat_worst
1026,0.0,100,SAT,SAT,sat_worst
1027,0.1,67,SAT,SAT,sat_worst
1028,0.0,100,SAT,SAT,sat_worst
1029,0.0,100,SAT,SAT,sat_worst
1030,0.0,100,SAT,SAT,sat_worst
1031,0.0,100,SAT,SAT,sat_worst
1032,0.08,56,SAT,SAT,sat_worst
1033,0.0,100,SAT,SAT,sat_worst
1034,0.07,52,SAT,SAT,sat_worst
1035,0.6,8,0.55,10,grid
1036,0.79,3,0.75,3,grid
1037,0.82,2,0.75,2,grid
1038,0.74,10,0.65,10,grid
1039,0.86,2,0.85,2,grid
1040,0.83,2,0.75,2,grid
1041,0.8,2,0.75,2,grid
1042,0.86,2,0.85,2,grid
1043,0.86,2,0.85,2,grid
1044,0.94,1,0.85,2,grid
1045,0.88,2,0.85,2,grid
1046,0.98,1,0.95,2,grid
1047,0.98,1,0.95,2,grid
1048,0.94,1,0.85,2,grid
1049,0.94,2,0.85,2,grid
1050,0.87,2,0.85,2,grid
1051,0.84,2,0.75,2,grid
1052,0.85,3,0.85,3,grid
1053,0.8,3,0.75,3,grid
1054,0.8,2,0.75,2,grid
1055,0.84,2,0.75,2,grid
1056,0.87,2,0.85,2,grid
1057,0.86,1,0.85,2,grid
1058,0.92,1,0.85,2,grid
1059,0.95,2,0.95,2,grid
1060,0.92,1,0.85,2,grid
1061,0.89,3,0.85,3,grid
1062,0.77,3,0.75,3,grid
1063,0.76,4,0.75,5,grid
1064,0.82,2,0.75,2,grid
1065,0.81,3,0.75,3,grid
1066,0.76,5,0.75,5,grid
1067,0.86,3,0.85,3,grid
1068,0.84,2,0.75,2,grid
1069,0.91,1,0.85,2,grid
1070,0.9,1,0.85,2,grid
1071,0.91,1,0.85,2,grid
1072,0.94,1,0.85,2,grid
1073,0.94,1,0.85,2,grid
1074,0.92,2,0.85,2,grid
1075,0.82,2,0.75,2,grid
1076,0.79,3,0.75,3,grid
1077,0.93,3,0.85,3,grid
1078,0.92,2,0.85,2,grid
1079,0.94,2,0.85,2,grid
1080,0.89,2,0.85,2,grid
1081,0.98,1,0.95,2,grid
1082,0.89,2,0.85,2,grid
1083,0.96,1,0.95,2,grid
1084,0.93,1,0.85,2,grid
1085,0.94,2,0.85,2,grid
1086,0.93,2,0.85,2,grid
1087,0.94,2,0.85,2,grid
1088,0.91,2,0.85,2,grid
1089,0.98,1,0.95,2,grid
1090,0.95,1,0.95,2,grid
1091,0.91,1,0.85,2,grid
1092,0.83,2,0.75,2,grid
1093,0.94,1,0.85,2,grid
1094,0.97,1,0.95,2,grid
1095,0.92,1,0.85,2,grid
1096,0.97,1,0.95,2,grid
1097,0.92,1,0.85,2,grid
1098,0.91,1,0.85,2,grid
1099,0.86,3,0.85,3,grid
1100,0.88,1,0.85,2,grid
1101,0.92,2,0.85,2,grid
1102,0.91,1,0.85,2,grid
1103,0.87,1,0.85,2,grid
1104,0.78,3,0.75,3,grid
1105,0.85,2,0.85,2,grid
1106,0.89,2,0.85,2,grid
1107,0.92,1,0.85,2,grid
1108,0.91,1,0.85,2,grid
1109,0.92,3,0.85,3,grid
1110,0.88,2,0.85,2,grid
1111,0.84,2,0.75,2,grid
1112,0.81,2,0.75,2,grid
1113,0.76,4,0.75,5,grid
1114,0.82,2,0.75,2,grid
1115,0.77,2,0.75,2,grid
1116,0.79,3,0.75,3,grid
1117,0.86,3,0.85,3,grid
1118,0.58,16,0.55,20,grid
1119,0.84,5,0.75,5,grid
1120,0.91,2,0.85,2,grid
1121,0.93,1,0.85,2,grid
1122,0.88,3,0.85,3,grid
1123,0.41,15,SAT,20,sat_worst
1124,0.38,26,SAT,40,sat_worst
1125,0.34,23,SAT,40,sat_worst
1126,0.35,23,SAT,40,sat_worst
1127,0.05,78,SAT,SAT,sat_worst
1128,0.48,34,0.45,40,grid
1129,0.7,8,0.65,10,grid
1130,0.46,25,0.45,40,grid
1131,0.69,4,0.65,5,grid
1132,0.35,9,SAT,10,sat_worst
1133,0.16,19,SAT,20,sat_worst
1134,0.33,42,SAT,SAT,sat_worst
1135,0.92,1,0.85,2,grid
1136,0.73,8,0.65,10,grid
1137,0.23,28,SAT,40,sat_worst
1138,0.29,28,SAT,40,sat_worst
1139,0.34,30,SAT,40,sat_worst
1140,0.51,7,0.45,10,grid
1141,0.31,17,SAT,20,sat_worst
1142,0.4,11,SAT,20,sat_worst
1143,0.72,4,0.65,5,grid
1144,0.89,2,0.85,2,grid
1145,0.91,1,0.85,2,grid
1146,0.92,2,0.85,2,grid
1147,0.83,4,0.75,5,grid
1148,0.58,13,0.55,20,grid
1149,0.26,19,SAT,20,sat_worst
1150,0.61,28,0.55,40,grid
1151,0.83,4,0.75,5,grid
1152,0.88,2,0.85,2,grid
1153,0.89,1,0.85,2,grid
1154,0.86,3,0.85,3,grid
1155,0.9,2,0.85,2,grid
1156,0.87,2,0.85,2,grid
1157,0.59,12,0.55,20,grid
1158,0.95,1,0.95,2,grid
1159,0.99,1,0.95,2,grid
1160,0.94,2,0.85,2,grid
1161,0.92,2,0.85,2,grid
1162,0.9,2,0.85,2,grid
1163,0.87,2,0.85,2,grid
1164,0.74,5,0.65,5,grid
1165,0.65,11,0.65,20,grid
1166,0.86,2,0.85,2,grid
1167,0.94,1,0.85,2,grid
1168,0.88,2,0.85,2,grid
1169,0.94,1,0.85,2,grid
1170,0.88,4,0.85,5,grid
1171,0.9,3,0.85,3,grid
1172,0.89,2,0.85,2,grid
1173,0.94,1,0.85,2,grid
1174,0.95,2,0.95,2,grid
1175,0.87,3,0.85,3,grid
1176,0.93,1,0.85,2,grid
1177,0.88,2,0.85,2,grid
1178,0.94,2,0.85,2,grid
1179,0.9,2,0.85,2,grid
1180,0.93,1,0.85,2,grid
1181,0.8,2,0.75,2,grid
1182,0.88,2,0.85,2,grid
1183,0.93,1,0.85,2,grid
1184,0.9,1,0.85,2,grid
1185,0.98,1,0.95,2,grid
1186,0.92,1,0.85,2,grid
1187,0.92,1,0.85,2,grid
1188,0.91,2,0.85,2,grid
1189,0.85,2,0.85,2,grid
1190,0.84,2,0.75,2,grid
1191,0.88,2,0.85,2,grid
1192,0.85,2,0.85,2,grid
1193,0.86,3,0.85,3,grid
1194,0.83,3,0.75,3,grid
1195,0.89,1,0.85,2,grid
1196,0.92,1,0.85,2,grid
1197,0.91,2,0.85,2,grid
1198,0.96,1,0.95,2,grid
1199,0.91,1,0.85,2,grid
1200,0.98,1,0.95,2,grid
1201,0.93,2,0.85,2,grid
1202,0.89,4,0.85,5,grid
1203,0.82,3,0.75,3,grid
1204,0.88,2,0.85,2,grid
1205,0.87,2,0.85,2,grid
1206,0.86,2,0.85,2,grid
1207,0.92,1,0.85,2,grid
1208,0.92,1,0.85,2,grid
1209,0.88,2,0.85,2,grid
1210,0.92,1,0.85,2,grid
1211,0.78,3,0.75,3,grid
1212,0.95,1,0.95,2,grid
1213,0.9,2,0.85,2,grid
1214,0.83,2,0.75,2,grid
1215,0.92,2,0.85,2,grid
1216,0.87,3,0.85,3,grid
1217,0.65,14,0.65,20,grid
1218,0.88,3,0.85,3,grid
1219,0.8,6,0.75,10,grid
1220,0.87,2,0.85,2,grid
1221,0.77,5,0.75,5,grid
1222,0.82,8,0.75,10,grid
1223,0.54,32,0.45,40,grid
1224,0.83,5,0.75,5,grid
1225,0.78,8,0.75,10,grid
1226,0.92,2,0.85,2,grid
1227,0.9,3,0.85,3,grid
1228,0.85,3,0.85,3,grid
1229,0.68,8,0.65,10,grid
1230,0.38,19,SAT,20,sat_worst
1231,0.88,1,0.85,2,grid
1232,0.89,5,0.85,5,grid
1233,0.79,4,0.75,5,grid
1234,0.9,2,0.85,2,grid
1235,0.92,1,0.85,2,grid
1236,0.88,4,0.85,5,grid
1237,0.89,2,0.85,2,grid
1238,0.84,4,0.75,5,grid
1239,0.67,12,0.65,20,grid
1240,0.78,9,0.75,10,grid
1241,0.86,2,0.85,2,grid
1242,0.87,4,0.85,5,grid
1243,0.87,2,0.85,2,grid
1244,0.84,2,0.75,2,grid
1245,0.94,2,0.85,2,grid
1246,0.93,1,0.85,2,grid
1247,0.91,2,0.85,2,grid
1248,0.91,2,0.85,2,grid
1249,0.87,3,0.85,3,grid
1250,0.9,2,0.85,2,grid
1251,0.99,1,0.95,2,grid
1252,0.91,1,0.85,2,grid
1253,0.91,1,0.85,2,grid
1254,0.9,2,0.85,2,grid
1255,0.83,5,0.75,5,grid
1256,0.94,2,0.85,2,grid
1257,0.84,2,0.75,2,grid
1258,0.87,3,0.85,3,grid
1259,0.91,1,0.85,2,grid
1260,0.91,1,0.85,2,grid
1261,0.93,1,0.85,2,grid
1262,0.84,3,0.75,3,grid
1263,0.91,1,0.85,2,grid
1264,0.89,3,0.85,3,grid
1265,0.88,3,0.85,3,grid
1266,0.84,2,0.75,2,grid
1267,0.9,1,0.85,2,grid
1268,0.94,1,0.85,2,grid
1269,0.93,2,0.85,2,grid
1270,0.87,2,0.85,2,grid
1271,0.88,2,0.85,2,grid
1272,0.88,2,0.85,2,grid
1273,0.88,1,0.85,2,grid
1274,0.93,2,0.85,2,grid
1275,0.91,1,0.85,2,grid
1276,0.93,2,0.85,2,grid
1277,0.95,2,0.95,2,grid
1278,0.84,2,0.75,2,grid
1279,0.87,3,0.85,3,grid
1280,0.91,2,0.85,2,grid
1281,0.88,3,0.85,3,grid
1282,0.94,2,0.85,2,grid
1283,0.9,1,0.85,2,grid
1284,0.85,2,0.85,2,grid
1285,0.92,2,0.85,2,grid
1286,0.9,1,0.85,2,grid
1287,0.95,1,0.95,2,grid
1288,0.86,2,0.85,2,grid
1289,0.91,2,0.85,2,grid
1290,0.89,1,0.85,2,grid
1291,0.83,3,0.75,3,grid
1292,0.84,2,0.75,2,grid
1293,0.92,1,0.85,2,grid
1294,0.95,2,0.95,2,grid
1295,0.97,1,0.95,2,grid
1296,0.89,2,0.85,2,grid
1297,0.94,1,0.85,2,grid
1298,0.88,2,0.85,2,grid
1299,0.88,1,0.85,2,grid
1300,0.92,2,0.85,2,grid
1301,0.94,2,0.85,2,grid
1302,0.96,1,0.95,2,grid
1303,0.89,4,0.85,5,grid
1304,0.92,2,0.85,2,grid
1305,0.82,3,0.75,3,grid
1306,0.88,2,0.85,2,grid
1307,0.86,2,0.85,2,grid
1308,0.91,2,0.85,2,grid
1309,0.88,3,0.85,3,grid
1310,0.89,2,0.85,2,grid
1311,0.91,2,0.85,2,grid
1312,0.93,2,0.85,2,grid
1313,0.86,2,0.85,2,grid
1314,0.87,1,0.85,2,grid
1315,1.0,0,0.95,2,grid
1316,0.89,3,0.85,3,grid
1317,0.83,2,0.75,2,grid
1318,0.88,2,0.85,2,grid
1319,0.85,3,0.85,3,grid
1320,0.93,2,0.85,2,grid
1321,0.85,2,0.85,2,grid
1322,0.81,3,0.75,3,grid
1323,0.86,2,0.85,2,grid
1324,0.9,1,0.85,2,grid
1325,0.86,2,0.85,2,grid
1326,0.91,2,0.85,2,grid
1327,0.92,1,0.85,2,grid
1328,1.0,0,0.95,2,grid
1329,0.87,2,0.85,2,grid
1330,0.92,2,0.85,2,grid
1331,0.85,2,0.85,2,grid
1332,0.85,2,0.85,2,grid
1333,0.94,1,0.85,2,grid
1334,0.83,2,0.75,2,grid
1335,0.85,2,0.85,2,grid
1336,0.91,2,0.85,2,grid
1337,0.87,2,0.85,2,grid
1338,0.9,2,0.85,2,grid
1339,0.94,1,0.85,2,grid
1340,0.89,1,0.85,2,grid
1341,0.94,1,0.85,2,grid
1342,0.9,1,0.85,2,grid
1343,0.93,2,0.85,2,grid
1344,0.88,2,0.85,2,grid
1345,0.92,2,0.85,2,grid
1346,0.87,3,0.85,3,grid
1347,0.97,2,0.95,2,grid
1348,0.89,2,0.85,2,grid
1349,0.85,1,0.85,2,grid
1350,0.92,1,0.85,2,grid
1351,0.89,1,0.85,2,grid
1352,0.87,1,0.85,2,grid
1353,0.88,1,0.85,2,grid
1354,0.95,1,0.95,2,grid
1355,0.92,2,0.85,2,grid
1356,0.9,2,0.85,2,grid
1357,0.87,2,0.85,2,grid
1358,0.86,2,0.85,2,grid
1359,0.86,2,0.85,2,grid
1360,0.9,2,0.85,2,grid
1361,0.89,1,0.85,2,grid
1362,0.95,1,0.95,2,grid
1363,0.9,2,0.85,2,grid
1364,0.92,2,0.85,2,grid
1365,0.93,2,0.85,2,grid
1366,0.96,1,0.95,2,grid
1367,0.87,2,0.85,2,grid
1368,0.86,2,0.85,2,grid
1369,0.82,2,0.75,2,grid
1370,0.85,4,0.85,5,grid
1371,0.86,2,0.85,2,grid
1372,0.81,3,0.75,3,grid
1373,0.76,3,0.75,3,grid
1374,0.88,2,0.85,2,grid
1375,0.88,2,0.85,2,grid
1376,0.89,2,0.85,2,grid
1377,0.83,3,0.75,3,grid
1378,0.93,1,0.85,2,grid
1379,0.92,1,0.85,2,grid
1380,0.83,1,0.75,2,grid
1381,0.93,2,0.85,2,grid
1382,0.87,2,0.85,2,grid
1383,0.93,1,0.85,2,grid
1384,0.88,3,0.85,3,grid
1385,0.79,3,0.75,3,grid
1386,0.81,3,0.75,3,grid
1387,0.9,1,0.85,2,grid
1388,0.88,1,0.85,2,grid
1389,0.91,1,0.85,2,grid
1390,0.9,1,0.85,2,grid
1391,0.88,1,0.85,2,grid
1392,0.9,1,0.85,2,grid
1393,0.89,1,0.85,2,grid
1394,0.89,1,0.85,2,grid
1395,0.9,1,0.85,2,grid
1396,0.97,1,0.95,2,grid
1397,0.91,2,0.85,2,grid
1398,0.89,1,0.85,2,grid
1399,0.91,1,0.85,2,grid
1400,0.93,1,0.85,2,grid
1401,0.89,1,0.85,2,grid
1402,0.89,1,0.85,2,grid
1403,0.87,1,0.85,2,grid
1404,0.87,2,0.85,2,grid
1405,0.91,1,0.85,2,grid
1406,0.89,1,0.85,2,grid
1407,0.87,1,0.85,2,grid
1408,0.91,1,0.85,2,grid
1409,0.95,1,0.95,2,grid
1410,0.92,1,0.85,2,grid
1411,0.91,1,0.85,2,grid
1412,0.95,1,0.95,2,grid
1413,0.9,3,0.85,3,grid
1414,0.82,2,0.75,2,grid
1415,0.91,3,0.85,3,grid
1416,0.85,2,0.85,2,grid
1417,0.96,1,0.95,2,grid
1418,0.92,1,0.85,2,grid
1419,0.8,2,0.75,2,grid
1420,0.88,3,0.85,3,grid
1421,0.91,1,0.85,2,grid
1422,0.9,2,0.85,2,grid
1423,0.88,1,0.85,2,grid
1424,0.9,1,0.85,2,grid
1425,0.91,1,0.85,2,grid
1426,0.87,2,0.85,2,grid
1427,0.89,3,0.85,3,grid
1428,0.95,1,0.95,2,grid
1429,0.83,3,0.75,3,grid
1430,0.92,2,0.85,2,grid
1431,0.95,1,0.95,2,grid
1432,0.89,3,0.85,3,grid
1433,0.86,2,0.85,2,grid
1434,0.95,1,0.95,2,grid
1435,0.75,6,0.75,10,grid
1436,0.95,2,0.95,2,grid
1437,0.87,2,0.85,2,grid
1438,0.88,2,0.85,2,grid
1439,0.89,1,0.85,2,grid
1440,0.91,2,0.85,2,grid
1441,0.91,2,0.85,2,grid
1442,0.93,1,0.85,2,grid
1443,0.97,1,0.95,2,grid
1444,0.96,1,0.95,2,grid
1445,0.93,2,0.85,2,grid
1446,0.85,1,0.85,2,grid
1447,0.87,4,0.85,5,grid
1448,0.86,2,0.85,2,grid
1449,0.95,2,0.95,2,grid
1450,0.9,2,0.85,2,grid
1451,0.94,1,0.85,2,grid
1452,0.92,1,0.85,2,grid
1453,0.95,2,0.95,2,grid
1454,0.88,2,0.85,2,grid
1455,0.89,2,0.85,2,grid
1456,0.93,1,0.85,2,grid
1457,0.87,1,0.85,2,grid
1458,0.93,1,0.85,2,grid
1459,0.9,1,0.85,2,grid
1460,0.89,1,0.85,2,grid
1461,0.92,1,0.85,2,grid
1462,0.92,1,0.85,2,grid
1463,0.93,2,0.85,2,grid
1464,0.88,2,0.85,2,grid
1465,0.88,1,0.85,2,grid
1466,0.91,1,0.85,2,grid
1467,0.88,2,0.85,2,grid
1468,0.88,3,0.85,3,grid
1469,0.87,2,0.85,2,grid
1470,0.9,1,0.85,2,grid
1471,0.86,2,0.85,2,grid
1472,0.88,2,0.85,2,grid
1473,0.92,1,0.85,2,grid
1474,0.89,2,0.85,2,grid
1475,0.92,2,0.85,2,grid
1476,0.89,2,0.85,2,grid
1477,0.88,1,0.85,2,grid
1478,0.85,3,0.85,3,grid
1479,0.92,1,0.85,2,grid
1480,0.92,1,0.85,2,grid
1481,0.9,1,0.85,2,grid
1482,0.89,2,0.85,2,grid
1483,0.88,1,0.85,2,grid
1484,0.94,1,0.85,2,grid
1485,0.9,2,0.85,2,grid
1486,0.9,2,0.85,2,grid
1487,0.91,1,0.85,2,grid
1488,0.94,1,0.85,2,grid
1489,0.94,1,0.85,2,grid
1490,0.87,1,0.85,2,grid
1491,0.89,2,0.85,2,grid
1492,0.94,1,0.85,2,grid
1493,0.93,2,0.85,2,grid
1494,0.87,2,0.85,2,grid
1495,0.88,1,0.85,2,grid
1496,0.9,1,0.85,2,grid
1497,0.89,1,0.85,2,grid
1498,0.9,1,0.85,2,grid
1499,0.87,1,0.85,2,grid
1500,0.89,1,0.85,2,grid
1501,0.87,1,0.85,2,grid
1502,0.89,2,0.85,2,grid
1503,0.88,1,0.85,2,grid
1504,0.89,1,0.85,2,grid
1505,0.86,1,0.85,2,grid
1506,0.87,1,0.85,2,grid
1507,0.74,15,0.65,20,grid
1508,0.88,1,0.85,2,grid
1509,0.67,19,0.65,20,grid
1510,0.88,1,0.85,2,grid
1511,0.87,2,0.85,2,grid
1512,0.87,2,0.85,2,grid
1513,0.86,1,0.85,2,grid
1514,0.87,1,0.85,2,grid
1515,0.89,1,0.85,2,grid
1516,0.88,2,0.85,2,grid
1517,0.87,1,0.85,2,grid
1518,0.89,1,0.85,2,grid
1519,0.9,1,0.85,2,grid
1520,0.88,1,0.85,2,grid
1521,0.88,2,0.85,2,grid
1522,0.91,1,0.85,2,grid
1523,0.89,1,0.85,2,grid
1524,0.92,1,0.85,2,grid
1525,0.9,2,0.85,2,grid
1526,0.93,1,0.85,2,grid
1527,0.98,1,0.95,2,grid
1528,0.88,2,0.85,2,grid
1529,0.9,1,0.85,2,grid
1530,0.98,1,0.95,2,grid
1531,0.96,1,0.95,2,grid
1532,0.96,1,0.95,2,grid
1533,0.95,1,0.95,2,grid
1534,0.96,1,0.95,2,grid
1535,0.98,1,0.95,2,grid
1536,0.94,1,0.85,2,grid
1537,0.91,1,0.85,2,grid
1538,0.88,1,0.85,2,grid
1539,0.87,2,0.85,2,grid
1540,0.9,1,0.85,2,grid
1541,0.94,3,0.85,3,grid
1542,0.89,2,0.85,2,grid
1543,0.91,1,0.85,2,grid
1544,0.99,1,0.95,2,grid
1545,0.93,1,0.85,2,grid
1546,0.97,1,0.95,2,grid
1547,0.93,2,0.85,2,grid
1548,0.96,1,0.95,2,grid
1549,0.9,1,0.85,2,grid
1550,0.97,1,0.95,2,grid
1551,0.85,2,0.85,2,grid
1552,0.91,1,0.85,2,grid
1553,0.93,1,0.85,2,grid
1554,0.85,2,0.85,2,grid
1555,0.92,1,0.85,2,grid
1556,0.96,2,0.95,2,grid
1557,0.83,2,0.75,2,grid
1558,0.92,1,0.85,2,grid
1559,0.92,2,0.85,2,grid
1560,0.97,1,0.95,2,grid
1561,0.97,1,0.95,2,grid
1562,0.91,1,0.85,2,grid
1563,0.92,2,0.85,2,grid
1564,0.93,2,0.85,2,grid
1565,0.92,1,0.85,2,grid
1566,0.9,1,0.85,2,grid
1567,0.97,1,0.95,2,grid
1568,0.99,1,0.95,2,grid
1569,0.91,2,0.85,2,grid
1570,0.87,2,0.85,2,grid
1571,0.89,2,0.85,2,grid
1572,0.94,1,0.85,2,grid
1573,0.78,3,0.75,3,grid
1574,0.63,6,0.55,10,grid
1575,0.22,21,SAT,40,sat_worst
1576,0.18,44,SAT,SAT,sat_worst
1577,0.13,31,SAT,40,sat_worst
1578,0.83,5,0.75,5,grid
1579,0.93,1,0.85,2,grid
1580,0.94,1,0.85,2,grid
1581,0.9,3,0.85,3,grid
1582,0.9,3,0.85,3,grid
1583,0.97,1,0.95,2,grid
1584,0.92,1,0.85,2,grid
1585,0.91,2,0.85,2,grid
1586,0.87,1,0.85,2,grid
