PDR_Env,Burst_1_over_r,Action_N,Action_G,Success_Rate_URLLC,Expected_Latency,Coding_Rate
0.55,3,127,1,1.0,42.75652499999999,0.2125984251968504
0.55,3,127,2,1.0,56.62868653846154,0.2125984251968504
0.55,3,128,0,1.0,28.921465384615384,0.2109375
0.55,3,128,1,1.0,42.75557884615384,0.2109375
0.55,3,128,2,1.0,56.62587403846153,0.2109375
0.55,5,40,0,0.1835,25.261182142108574,0.675
0.55,5,40,1,0.12191,36.1783440495195,0.675
0.55,5,40,2,0.09784,47.053814312220894,0.675
0.55,5,41,0,0.22016,25.47555885929114,0.6585365853658537
0.55,5,41,1,0.15672,36.567027918482744,0.6585365853658537
0.55,5,41,2,0.13264,47.68718973276421,0.6585365853658537
0.55,5,42,0,0.25639,25.669757910874957,0.6428571428571429
0.55,5,42,1,0.19778,37.00058145414096,0.6428571428571429
0.55,5,42,2,0.17095,48.35373028550858,0.6428571428571429
0.55,5,43,0,0.29066,25.868547179099025,0.627906976744186
0.55,5,43,1,0.24006,37.402932920615996,0.627906976744186
0.55,5,43,2,0.21604,48.974758057624655,0.627906976744186
0.55,5,44,0,0.33128,26.041098745193466,0.6136363636363636
0.55,5,44,1,0.28799,37.792698464423175,0.6136363636363636
0.55,5,44,2,0.26643,49.56685837526958,0.6136363636363636
0.55,5,45,0,0.37164,26.224727403690913,0.6
0.55,5,45,1,0.33915,38.17437825332562,0.6
0.55,5,45,2,0.31919,50.117957835579,0.6
0.55,5,46,0,0.41554,26.39805572730201,0.5869565217391305
0.55,5,46,1,0.38973,38.53243073607172,0.5869565217391305
0.55,5,46,2,0.37641,50.71964030629448,0.5869565217391305
0.55,5,47,0,0.45275,26.556122839060443,0.574468085106383
0.55,5,47,1,0.4431,38.87422530076558,0.574468085106383
0.55,5,47,2,0.43612,51.26708024961372,0.574468085106383
0.55,5,48,0,0.49166,26.71725535783014,0.5625
0.55,5,48,1,0.49496,39.24876602305081,0.5625
0.55,5,48,2,0.49481,51.76913088629201,0.5625
0.55,5,49,0,0.53227,26.885491169172383,0.5510204081632653
0.55,5,49,1,0.54056,39.5437886351476,0.5510204081632653
0.55,5,49,2,0.54708,52.276124360942845,0.5510204081632653
0.55,5,50,0,0.57404,27.035309453106994,0.54
0.55,5,50,1,0.59103,39.85090565492575,0.54
0.55,5,50,2,0.60094,52.73089307520782,0.54
0.55,5,51,0,0.60551,27.176482189838698,0.5294117647058824
0.55,5,51,1,0.63946,40.14780499892939,0.5294117647058824
0.55,5,51,2,0.64992,53.15580260765822,0.5294117647058824
0.55,5,52,0,0.64391,27.320951148213496,0.5192307692307693
0.55,5,52,1,0.68033,40.41392242904743,0.5192307692307693
0.55,5,52,2,0.70066,53.56216885617736,0.5192307692307693
0.55,5,53,0,0.67871,27.45482663378377,0.5094339622641509
0.55,5,53,1,0.72348,40.67756644168569,0.5094339622641509
0.55,5,53,2,0.74615,53.94954484301464,0.5094339622641509
0.55,5,54,0,0.70996,27.590633491811026,0.5
0.55,5,54,1,0.76245,40.93197536282328,0.5
0.55,5,54,2,0.78189,54.28066312692027,0.5
0.55,5,55,0,0.73951,27.68621478047314,0.4909090909090909
0.55,5,55,1,0.79363,41.1210949880733,0.4909090909090909
0.55,5,55,2,0.8188,54.59857530720379,0.4909090909090909
0.55,5,56,0,0.76454,27.813096764067282,0.48214285714285715
0.55,5,56,1,0.82448,41.33673998716207,0.48214285714285715
0.55,5,56,2,0.84624,54.89118948797942,0.48214285714285715
0.55,5,57,0,0.79152,27.920235748938744,0.47368421052631576
0.55,5,57,1,0.85121,41.51998557709251,0.47368421052631576
0.55,5,57,2,0.87547,55.146424645750706,0.47368421052631576
0.55,5,58,0,0.81504,28.015432465796863,0.46551724137931033
0.55,5,58,1,0.87516,41.68933065426278,0.46551724137931033
0.55,5,58,2,0.90077,55.382594677545114,0.46551724137931033
0.55,5,59,0,0.83798,28.130383825940402,0.4576271186440678
0.55,5,59,1,0.8952,41.85860486698287,0.4576271186440678
0.55,5,59,2,0.91736,55.601420631779476,0.4576271186440678
0.55,5,60,0,0.85555,28.21817049761062,0.45
0.55,5,60,1,0.91203,42.003558840422755,0.45
0.55,5,60,2,0.93496,55.77734403281753,0.45
0.55,5,61,0,0.87455,28.294648236675563,0.4426229508196721
0.55,5,61,1,0.92853,42.141840825324394,0.4426229508196721
0.55,5,61,2,0.94933,55.8969412840959,0.4426229508196721
0.55,5,62,0,0.89072,28.374573378839585,0.43548387096774194
0.55,5,62,1,0.9415,42.21930430164631,0.43548387096774194
0.55,5,62,2,0.95781,56.09464258609182,0.43548387096774194
0.55,5,63,0,0.90494,28.438666141911664,0.42857142857142855
0.55,5,63,1,0.95251,42.33515214457672,0.42857142857142855
0.55,5,63,2,0.9671,56.193828893678955,0.42857142857142855
0.55,5,64,0,0.91872,28.50774091210513,0.421875
0.55,5,64,1,0.96133,42.4134212297226,0.421875
0.55,5,64,2,0.97469,56.295206681098605,0.421875
0.55,5,65,0,0.92868,28.55770783842078,0.4153846153846154
0.55,5,65,1,0.96823,42.49908437203811,0.4153846153846154
0.55,5,65,2,0.98053,56.368487725241216,0.4153846153846154
0.55,5,66,0,0.93828,28.62897453933711,0.4090909090909091
0.55,5,66,1,0.97578,42.539246709141565,0.4090909090909091
0.55,5,66,2,0.98553,56.45128470506693,0.4090909090909091
0.55,5,67,0,0.94838,28.662102135301172,0.40298507462686567
0.55,5,67,1,0.97984,42.606585298070634,0.40298507462686567
0.55,5,67,2,0.98874,56.485036900110636,0.40298507462686567
0.55,5,68,0,0.95425,28.72140122125713,0.39705882352941174
0.55,5,68,1,0.98405,42.66409618022848,0.39705882352941174
0.55,5,68,2,0.99073,56.55943383627768,0.39705882352941174
0.55,5,69,0,0.96257,28.767641074655106,0.391304347826087
0.55,5,69,1,0.98741,42.69272253050521,0.391304347826087
0.55,5,69,2,0.99333,56.54046528808692,0.391304347826087
0.55,5,70,0,0.96776,28.80710053668741,0.38571428571428573
0.55,5,70,1,0.98993,42.729157617205246,0.38571428571428573
0.55,5,70,2,0.99506,56.61731550010899,0.38571428571428573
0.55,5,71,0,0.97194,28.826292696130338,0.38028169014084506
0.55,5,71,1,0.99199,42.72578934185905,0.38028169014084506
0.55,5,71,2,0.99687,56.60993235750978,0.38028169014084506
0.55,5,72,0,0.97693,28.859030723404324,0.375
0.55,5,72,1,0.99372,42.80058382023725,0.375
0.55,5,72,2,0.99755,56.650005976180104,0.375
0.55,5,73,0,0.97944,28.89014287599193,0.3698630136986301
0.55,5,73,1,0.99528,42.786421138543155,0.3698630136986301
0.55,5,73,2,0.998,56.65593880067828,0.3698630136986301
0.55,5,74,0,0.9835,28.893759532282658,0.36486486486486486
0.55,5,74,1,0.99624,42.823444999351395,0.36486486486486486
0.55,5,74,2,0.99837,56.663098350310996,0.36486486486486486
0.55,5,75,0,0.98615,28.92171576332201,0.36
0.55,5,75,1,0.99702,42.821895787909504,0.36
0.55,5,75,2,0.99893,56.68587311500227,0.36
0.55,5,76,0,0.98808,28.946126286878048,0.35526315789473684
0.55,5,76,1,0.99764,42.8241977991136,0.35526315789473684
0.55,5,76,2,0.99916,56.68665332725644,0.35526315789473684
0.55,5,77,0,0.98999,28.965656801506146,0.35064935064935066
0.55,5,77,1,0.99829,42.86028339229312,0.35064935064935066
0.55,5,77,2,0.99956,56.68699227660171,0.35064935064935066
0.55,5,78,0,0.99192,28.961219150737964,0.34615384615384615
0.55,5,78,1,0.99867,42.819134063689326,0.34615384615384615
0.55,5,78,2,0.99966,56.74059757240538,0.34615384615384615
0.55,5,79,0,0.99285,28.975827164224203,0.34177215189873417
0.55,5,79,1,0.99922,42.852413343946736,0.34177215189873417
0.55,5,79,2,0.99982,56.665618080485245,0.34177215189873417
0.55,5,80,0,0.99403,28.981784716294737,0.3375
0.55,5,80,1,0.99927,42.867595267622285,0.3375
0.55,5,80,2,0.99986,56.71602005049939,0.3375
0.55,5,81,0,0.99534,29.01485634595678,0.3333333333333333
0.55,5,81,1,0.99939,42.88776730728821,0.3333333333333333
0.55,5,81,2,0.99988,56.71220834961733,0.3333333333333333
0.55,5,82,0,0.9962,29.01840551789106,0.32926829268292684
0.55,5,82,1,0.99959,42.86804128154081,0.32926829268292684
0.55,5,82,2,0.99993,56.7203521554201,0.32926829268292684
0.55,5,83,0,0.99692,29.0413396337643,0.3253012048192771
0.55,5,83,1,0.99981,42.89298812928303,0.3253012048192771
0.55,5,83,2,0.99991,56.681686928746664,0.3253012048192771
0.55,5,84,0,0.99767,29.016124878659582,0.32142857142857145
0.55,5,84,1,0.99971,42.85788070848237,0.32142857142857145
0.55,5,84,2,0.99989,56.72784583227231,0.32142857142857145
0.55,5,85,0,0.99796,29.025776044669588,0.3176470588235294
0.55,5,85,1,0.99982,42.85407719543364,0.3176470588235294
0.55,5,85,2,0.99997,56.705044420563375,0.3176470588235294
0.55,5,86,0,0.99838,29.03392341747477,0.313953488372093
0.55,5,86,1,0.99982,42.86284800494858,0.313953488372093
0.55,5,86,2,0.99996,56.71948993344348,0.313953488372093
0.55,5,87,0,0.99836,29.048041672959037,0.3103448275862069
0.55,5,87,1,0.99983,42.86393109905607,0.3103448275862069
0.55,5,87,2,0.99995,56.69094127783311,0.3103448275862069
0.55,5,88,0,0.99896,29.02929816239658,0.3068181818181818
0.55,5,88,1,0.99995,42.87753810767462,0.3068181818181818
0.55,5,88,2,0.99999,56.677331196388884,0.3068181818181818
0.55,5,89,0,0.99921,29.048802400049883,0.30337078651685395
0.55,5,89,1,0.99996,42.860799047346504,0.30337078651685395
0.55,5,89,2,1.0,56.70143942307691,0.30337078651685395
0.55,5,90,0,0.99933,29.037869795840137,0.3
0.55,5,90,1,1.0,42.87718846153845,0.3
0.55,5,90,2,1.0,56.69547692307692,0.3
0.55,5,91,0,0.99943,29.0438626940433,0.2967032967032967
0.55,5,91,1,0.99997,42.859851180150784,0.2967032967032967
0.55,5,91,2,1.0,56.7444923076923,0.2967032967032967
0.55,5,92,0,0.99949,29.039409137121464,0.29347826086956524
0.55,5,92,1,0.99999,42.86913061438307,0.29347826086956524
0.55,5,92,2,1.0,56.71912788461538,0.29347826086956524
0.55,5,93,0,0.99972,29.02382955689131,0.2903225806451613
0.55,5,93,1,0.99998,42.86860160280128,0.2903225806451613
0.55,5,93,2,1.0,56.65570384615384,0.2903225806451613
0.55,5,94,0,0.99976,29.02920643262075,0.2872340425531915
0.55,5,94,1,1.0,42.85760769230769,0.2872340425531915
0.55,5,94,2,1.0,56.69648076923077,0.2872340425531915
0.55,5,95,0,0.99972,29.04905392740736,0.28421052631578947
0.55,5,95,1,1.0,42.88763076923077,0.28421052631578947
0.55,5,95,2,1.0,56.72707211538463,0.28421052631578947
0.55,5,96,0,0.99984,29.06262694338786,0.28125
0.55,5,96,1,0.99999,42.85772473109346,0.28125
0.55,5,96,2,1.0,56.7387375,0.28125
0.55,5,97,0,0.99983,29.050301051178696,0.27835051546391754
0.55,5,97,1,1.0,42.86377499999999,0.27835051546391754
0.55,5,97,2,1.0,56.70776538461538,0.27835051546391754
0.55,5,98,0,0.99987,29.040665671152624,0.2755102040816326
0.55,5,98,1,1.0,42.90252115384615,0.2755102040816326
0.55,5,98,2,1.0,56.66498942307692,0.2755102040816326
0.55,5,99,0,0.99986,29.052787582569255,0.2727272727272727
0.55,5,99,1,1.0,42.88502884615386,0.2727272727272727
0.55,5,99,2,1.0,56.70976442307692,0.2727272727272727
0.55,5,100,0,0.99994,29.04626008329731,0.27
0.55,5,100,1,0.99999,42.86272670419011,0.27
0.55,5,100,2,1.0,56.72942596153846,0.27
0.55,5,101,0,0.99993,29.046011105392758,0.26732673267326734
0.55,5,101,1,1.0,42.86077499999999,0.26732673267326734
0.55,5,101,2,1.0,56.70805096153846,0.26732673267326734
0.55,5,102,0,0.99993,29.055031929158112,0.2647058823529412
0.55,5,102,1,1.0,42.86383269230769,0.2647058823529412
0.55,5,102,2,1.0,56.71036153846155,0.2647058823529412
0.55,5,103,0,0.99997,29.039962545030196,0.2621359223300971
0.55,5,103,1,1.0,42.89149615384614,0.2621359223300971
0.55,5,103,2,1.0,56.69542499999999,0.2621359223300971
0.55,5,104,0,0.99996,29.045107958164476,0.25961538461538464
0.55,5,104,1,1.0,42.85516153846153,0.25961538461538464
0.55,5,104,2,1.0,56.68394134615384,0.25961538461538464
0.55,5,105,0,1.0,29.053393269230764,0.2571428571428571
0.55,5,105,1,1.0,42.85494230769231,0.2571428571428571
0.55,5,105,2,1.0,56.6768798076923,0.2571428571428571
0.55,5,106,0,0.99999,29.053147262241854,0.25471698113207547
0.55,5,106,1,1.0,42.85386346153845,0.25471698113207547
0.55,5,106,2,1.0,56.73055096153846,0.25471698113207547
0.55,5,107,0,0.99998,29.05749941921915,0.2523364485981308
0.55,5,107,1,1.0,42.87625384615383,0.2523364485981308
0.55,5,107,2,1.0,56.71484423076923,0.2523364485981308
0.55,5,108,0,0.99998,29.05441281902561,0.25
0.55,5,108,1,1.0,42.87494423076923,0.25
0.55,5,108,2,1.0,56.7234375,0.25
0.55,5,109,0,0.99998,29.04088081761635,0.24770642201834864
0.55,5,109,1,1.0,42.89438653846154,0.24770642201834864
0.55,5,109,2,1.0,56.698202884615384,0.24770642201834864
0.55,5,110,0,0.99999,29.049149145337598,0.24545454545454545
0.55,5,110,1,1.0,42.86541346153846,0.24545454545454545
0.55,5,110,2,1.0,56.69089038461537,0.24545454545454545
0.55,5,111,0,0.99998,29.05100025077424,0.24324324324324326
0.55,5,111,1,1.0,42.8971096153846,0.24324324324324326
0.55,5,111,2,1.0,56.71167692307692,0.24324324324324326
0.55,5,112,0,0.99999,29.049296262193387,0.24107142857142858
0.55,5,112,1,1.0,42.869042307692304,0.24107142857142858
0.55,5,112,2,1.0,56.68645961538462,0.24107142857142858
0.55,5,113,0,1.0,29.038312499999996,0.23893805309734514
0.55,5,113,1,1.0,42.86469807692307,0.23893805309734514
0.55,5,113,2,1.0,56.691825,0.23893805309734514
0.55,5,114,0,1.0,29.051803846153845,0.23684210526315788
0.55,5,114,1,1.0,42.863763461538454,0.23684210526315788
0.55,5,114,2,1.0,56.68929807692307,0.23684210526315788
0.55,5,115,0,1.0,29.043354807692307,0.23478260869565218
0.55,5,115,1,1.0,42.87590192307693,0.23478260869565218
0.55,5,115,2,1.0,56.76970961538461,0.23478260869565218
0.55,5,116,0,1.0,29.03563269230769,0.23275862068965517
0.55,5,116,1,1.0,42.89036538461538,0.23275862068965517
0.55,5,116,2,0.99999,56.68187451105279,0.23275862068965517
0.55,5,117,0,1.0,29.049876923076916,0.23076923076923078
0.55,5,117,1,1.0,42.86429423076923,0.23076923076923078
0.55,5,117,2,1.0,56.69059615384616,0.23076923076923078
0.55,5,118,0,1.0,29.04771346153846,0.2288135593220339
0.55,5,118,1,1.0,42.87184615384614,0.2288135593220339
0.55,5,118,2,1.0,56.6869875,0.2288135593220339
0.55,5,119,0,1.0,29.053044230769224,0.226890756302521
0.55,5,119,1,1.0,42.87709038461538,0.226890756302521
0.55,5,119,2,1.0,56.72323846153846,0.226890756302521
0.55,5,120,0,1.0,29.036783653846154,0.225
0.55,5,120,1,1.0,42.89982692307692,0.225
0.55,5,120,2,1.0,56.7025298076923,0.225
0.55,5,121,0,1.0,29.057304807692304,0.2231404958677686
0.55,5,121,1,1.0,42.88557692307691,0.2231404958677686
0.55,5,121,2,1.0,56.7202701923077,0.2231404958677686
0.55,5,122,0,1.0,29.04106730769231,0.22131147540983606
0.55,5,122,1,1.0,42.86326153846153,0.22131147540983606
0.55,5,122,2,1.0,56.69584903846153,0.22131147540983606
0.55,5,123,0,1.0,29.04226442307692,0.21951219512195122
0.55,5,123,1,1.0,42.92432884615384,0.21951219512195122
0.55,5,123,2,1.0,56.73522403846154,0.21951219512195122
0.55,5,124,0,1.0,29.032246153846156,0.21774193548387097
0.55,5,124,1,1.0,42.88383461538461,0.21774193548387097
0.55,5,124,2,1.0,56.69155673076922,0.21774193548387097
0.55,5,125,0,1.0,29.066183653846156,0.216
0.55,5,125,1,1.0,42.86843076923077,0.216
0.55,5,125,2,1.0,56.71782980769231,0.216
0.55,5,126,0,1.0,29.05505192307692,0.21428571428571427
0.55,5,126,1,1.0,42.85475769230769,0.21428571428571427
0.55,5,126,2,1.0,56.69714711538461,0.21428571428571427
0.55,5,127,0,1.0,29.063751923076925,0.2125984251968504
0.55,5,127,1,1.0,42.87140192307692,0.2125984251968504
0.55,5,127,2,1.0,56.69924999999999,0.2125984251968504
0.55,5,128,0,1.0,29.049703846153847,0.2109375
0.55,5,128,1,1.0,42.857186538461534,0.2109375
0.55,5,128,2,1.0,56.70047884615385,0.2109375
0.55,10,40,0,0.26626,24.705312620977757,0.675
0.55,10,40,1,0.19933,35.3752860544362,0.675
0.55,10,40,2,0.1609,46.226884830520625,0.675
0.55,10,41,0,0.29463,24.87631488255152,0.6585365853658537
0.55,10,41,1,0.22886,35.75602148441438,0.6585365853658537
0.55,10,41,2,0.19659,46.78702649403092,0.6585365853658537
0.55,10,42,0,0.32226,25.06034007418759,0.6428571428571429
0.55,10,42,1,0.26644,36.11858060120333,0.6428571428571429
0.55,10,42,2,0.23242,47.45352412409895,0.6428571428571429
0.55,10,43,0,0.3483,25.20864804876433,0.627906976744186
0.55,10,43,1,0.30138,36.51202545215087,0.627906976744186
0.55,10,43,2,0.27186,48.00067483829346,0.627906976744186
0.55,10,44,0,0.37812,25.381327356394795,0.6136363636363636
0.55,10,44,1,0.33938,36.86686015675644,0.6136363636363636
0.55,10,44,2,0.31721,48.53038693124913,0.6136363636363636
0.55,10,45,0,0.40724,25.53632615052171,0.6
0.55,10,45,1,0.37872,37.210868187579216,0.6
0.55,10,45,2,0.35693,49.10531369003618,0.6
0.55,10,46,0,0.43299,25.68809992058797,0.5869565217391305
0.55,10,46,1,0.4173,37.568890670795774,0.5869565217391305
0.55,10,46,2,0.40179,49.64191971695892,0.5869565217391305
0.55,10,47,0,0.46228,25.851671231554633,0.574468085106383
0.55,10,47,1,0.45509,37.904171955843054,0.574468085106383
0.55,10,47,2,0.44814,50.13621043904549,0.574468085106383
0.55,10,48,0,0.49047,26.01481742002569,0.5625
0.55,10,48,1,0.49192,38.24434007405832,0.5625
0.55,10,48,2,0.49286,50.59129952646873,0.5625
0.55,10,49,0,0.51901,26.152425179298454,0.5510204081632653
0.55,10,49,1,0.53082,38.52265218109572,0.5510204081632653
0.55,10,49,2,0.53596,51.13022749975601,0.5510204081632653
0.55,10,50,0,0.54415,26.31281851016758,0.54
0.55,10,50,1,0.56714,38.84803914919936,0.54
0.55,10,50,2,0.5801,51.575381565512586,0.54
0.55,10,51,0,0.56969,26.43878688409486,0.5294117647058824
0.55,10,51,1,0.60017,39.12142521157466,0.5294117647058824
0.55,10,51,2,0.61976,52.01148738717717,0.5294117647058824
0.55,10,52,0,0.59683,26.580442955667056,0.5192307692307693
0.55,10,52,1,0.63365,39.40777485751051,0.5192307692307693
0.55,10,52,2,0.65613,52.45925848418875,0.5192307692307693
0.55,10,53,0,0.61966,26.71608841324895,0.5094339622641509
0.55,10,53,1,0.6665,39.677782907265275,0.5094339622641509
0.55,10,53,2,0.69477,52.81251349367416,0.5094339622641509
0.55,10,54,0,0.64156,26.843932397953065,0.5
0.55,10,54,1,0.69825,39.92769561265801,0.5
0.55,10,54,2,0.72934,53.21451322692171,0.5
0.55,10,55,0,0.66743,26.969859414816188,0.4909090909090909
0.55,10,55,1,0.72422,40.171401911446374,0.4909090909090909
0.55,10,55,2,0.76044,53.55345134193564,0.4909090909090909
0.55,10,56,0,0.6874,27.08590899935095,0.48214285714285715
0.55,10,56,1,0.75199,40.40503044741798,0.48214285714285715
0.55,10,56,2,0.78937,53.91354083733766,0.48214285714285715
0.55,10,57,0,0.70876,27.2188752186918,0.47368421052631576
0.55,10,57,1,0.77773,40.63046400322832,0.47368421052631576
0.55,10,57,2,0.8183,54.19423476438019,0.47368421052631576
0.55,10,58,0,0.72838,27.322707187921772,0.46551724137931033
0.55,10,58,1,0.79958,40.839938563899885,0.46551724137931033
0.55,10,58,2,0.83907,54.487671102896876,0.46551724137931033
0.55,10,59,0,0.75121,27.454621927905027,0.4576271186440678
0.55,10,59,1,0.82015,41.029532590192225,0.4576271186440678
0.55,10,59,2,0.86227,54.75521343038188,0.4576271186440678
0.55,10,60,0,0.76887,27.546758179586224,0.45
0.55,10,60,1,0.84394,41.224474124117464,0.45
0.55,10,60,2,0.88022,54.99564029447183,0.45
0.55,10,61,0,0.78299,27.661346495239652,0.4426229508196721
0.55,10,61,1,0.85986,41.39362355947032,0.4426229508196721
0.55,10,61,2,0.89541,55.22552517840989,0.4426229508196721
0.55,10,62,0,0.79923,27.744360196689307,0.43548387096774194
0.55,10,62,1,0.87501,41.57160621461029,0.43548387096774194
0.55,10,62,2,0.91056,55.4085366317262,0.43548387096774194
0.55,10,63,0,0.81565,27.83419547411455,0.42857142857142855
0.55,10,63,1,0.89026,41.73153823688498,0.42857142857142855
0.55,10,63,2,0.92432,55.61081701641788,0.42857142857142855
0.55,10,64,0,0.83077,27.94314426560716,0.421875
0.55,10,64,1,0.90336,41.84508603776669,0.421875
0.55,10,64,2,0.93541,55.80327178620975,0.421875
0.55,10,65,0,0.84361,28.030138106106257,0.4153846153846154
0.55,10,65,1,0.91461,42.00668759193705,0.4153846153846154
0.55,10,65,2,0.94626,55.931368066021854,0.4153846153846154
0.55,10,66,0,0.85582,28.131542308501245,0.4090909090909091
0.55,10,66,1,0.92529,42.12618372452046,0.4090909090909091
0.55,10,66,2,0.95419,56.08657403339279,0.4090909090909091
0.55,10,67,0,0.86424,28.195406457607927,0.40298507462686567
0.55,10,67,1,0.9356,42.23451220113789,0.40298507462686567
0.55,10,67,2,0.96184,56.19892601680113,0.40298507462686567
0.55,10,68,0,0.87767,28.289417522443607,0.39705882352941174
0.55,10,68,1,0.94426,42.320673575889295,0.39705882352941174
0.55,10,68,2,0.96794,56.31072074556433,0.39705882352941174
0.55,10,69,0,0.88929,28.343424572930697,0.391304347826087
0.55,10,69,1,0.95152,42.42538254582142,0.391304347826087
0.55,10,69,2,0.97418,56.423228529872056,0.391304347826087
0.55,10,70,0,0.89824,28.427900030144414,0.38571428571428573
0.55,10,70,1,0.95745,42.52685619253064,0.38571428571428573
0.55,10,70,2,0.9779,56.4653387950632,0.38571428571428573
0.55,10,71,0,0.90721,28.48454115025526,0.38028169014084506
0.55,10,71,1,0.96377,42.56680296368189,0.38028169014084506
0.55,10,71,2,0.98196,56.54086744094228,0.38028169014084506
0.55,10,72,0,0.91658,28.55527529595805,0.375
0.55,10,72,1,0.96995,42.62859901580969,0.375
0.55,10,72,2,0.98564,56.63151119303974,0.375
0.55,10,73,0,0.92259,28.6164795679721,0.3698630136986301
0.55,10,73,1,0.97299,42.712971593509934,0.3698630136986301
0.55,10,73,2,0.9874,56.6515294635484,0.3698630136986301
0.55,10,74,0,0.9301,28.645790775185464,0.36486486486486486
0.55,10,74,1,0.97608,42.76717151179285,0.36486486486486486
0.55,10,74,2,0.98999,56.73649675560049,0.36486486486486486
0.55,10,75,0,0.93725,28.708406344255902,0.36
0.55,10,75,1,0.98048,42.821286905001,0.36
0.55,10,75,2,0.99248,56.79969524671685,0.36
0.55,10,76,0,0.94361,28.7639236141398,0.35526315789473684
0.55,10,76,1,0.98327,42.882581355305014,0.35526315789473684
0.55,10,76,2,0.99327,56.80921060274106,0.35526315789473684
0.55,10,77,0,0.94998,28.822751531611196,0.35064935064935066
0.55,10,77,1,0.98558,42.899491435734056,0.35064935064935066
0.55,10,77,2,0.99487,56.86345374849902,0.35064935064935066
0.55,10,78,0,0.95443,28.85418723539382,0.34615384615384615
0.55,10,78,1,0.98818,42.94811596143337,0.34615384615384615
0.55,10,78,2,0.99595,56.88311218125717,0.34615384615384615
0.55,10,79,0,0.95781,28.89952981681769,0.34177215189873417
0.55,10,79,1,0.98978,42.99961374477933,0.34177215189873417
0.55,10,79,2,0.9962,56.864531373063784,0.34177215189873417
0.55,10,80,0,0.9625,28.93809290709291,0.3375
0.55,10,80,1,0.99135,43.023278280200664,0.3375
0.55,10,80,2,0.99716,56.908061201504594,0.3375
0.55,10,81,0,0.96578,28.996934721556265,0.3333333333333333
0.55,10,81,1,0.99242,43.02994389782242,0.3333333333333333
0.55,10,81,2,0.9979,56.917144272202385,0.3333333333333333
0.55,10,82,0,0.96926,28.984420509540186,0.32926829268292684
0.55,10,82,1,0.99374,43.07785583909117,0.32926829268292684
0.55,10,82,2,0.99806,57.00986837541755,0.32926829268292684
0.55,10,83,0,0.97371,29.037362451148375,0.3253012048192771
0.55,10,83,1,0.99497,43.061561191253546,0.3253012048192771
0.55,10,83,2,0.99874,56.91984111518975,0.3253012048192771
0.55,10,84,0,0.97489,29.06469033587221,0.32142857142857145
0.55,10,84,1,0.99588,43.11040718529572,0.32142857142857145
0.55,10,84,2,0.99883,56.94559942825413,0.32142857142857145
0.55,10,85,0,0.97881,29.091936008638434,0.3176470588235294
0.55,10,85,1,0.99657,43.080303903928936,0.3176470588235294
0.55,10,85,2,0.99931,56.97408519570812,0.3176470588235294
0.55,10,86,0,0.98018,29.120244986399673,0.313953488372093
0.55,10,86,1,0.99692,43.142199127157795,0.313953488372093
0.55,10,86,2,0.99915,56.96821336597647,0.313953488372093
0.55,10,87,0,0.98223,29.124039959307666,0.3103448275862069
0.55,10,87,1,0.99771,43.105806527717704,0.3103448275862069
0.55,10,87,2,0.99946,56.96891128901914,0.3103448275862069
0.55,10,88,0,0.98429,29.16375782778215,0.3068181818181818
0.55,10,88,1,0.99798,43.10193706672093,0.3068181818181818
0.55,10,88,2,0.99962,56.98128269511645,0.3068181818181818
0.55,10,89,0,0.986,29.175874746450305,0.30337078651685395
0.55,10,89,1,0.99821,43.170128375946796,0.30337078651685395
0.55,10,89,2,0.99968,56.99577326282871,0.30337078651685395
0.55,10,90,0,0.98758,29.2063612762822,0.3
0.55,10,90,1,0.99881,43.14539686842727,0.3
0.55,10,90,2,0.99974,56.93974952718476,0.3
0.55,10,91,0,0.98886,29.24661498322077,0.2967032967032967
0.55,10,91,1,0.99882,43.144352643812006,0.2967032967032967
0.55,10,91,2,0.99977,57.021656327109085,0.2967032967032967
0.55,10,92,0,0.98984,29.254477413599087,0.29347826086956524
0.55,10,92,1,0.99899,43.128879398962184,0.29347826086956524
0.55,10,92,2,0.99977,57.015848260484525,0.29347826086956524
0.55,10,93,0,0.99107,29.279546154855172,0.2903225806451613
0.55,10,93,1,0.99934,43.138800454453786,0.2903225806451613
0.55,10,93,2,0.99994,56.95001123144311,0.2903225806451613
0.55,10,94,0,0.99263,29.262254159307943,0.2872340425531915
0.55,10,94,1,0.99929,43.15259218660634,0.2872340425531915
0.55,10,94,2,0.99992,56.99989556856855,0.2872340425531915
0.55,10,95,0,0.99373,29.286319453744202,0.28421052631578947
0.55,10,95,1,0.99941,43.19790407109424,0.28421052631578947
0.55,10,95,2,0.99993,56.96936670182297,0.28421052631578947
0.55,10,96,0,0.99407,29.29284309803287,0.28125
0.55,10,96,1,0.99961,43.19061164623434,0.28125
0.55,10,96,2,0.99991,56.97547683137636,0.28125
0.55,10,97,0,0.99475,29.284374697933377,0.27835051546391754
0.55,10,97,1,0.99957,43.181102489455085,0.27835051546391754
0.55,10,97,2,0.99998,56.983961794620505,0.27835051546391754
0.55,10,98,0,0.99535,29.300070327020645,0.2755102040816326
0.55,10,98,1,0.99967,43.19278054065535,0.2755102040816326
0.55,10,98,2,0.99998,57.01474414103667,0.2755102040816326
0.55,10,99,0,0.99578,29.28756274555547,0.2727272727272727
0.55,10,99,1,0.99973,43.145170349840605,0.2727272727272727
0.55,10,99,2,0.99996,56.959349527827264,0.2727272727272727
0.55,10,100,0,0.99663,29.307661048502688,0.27
